hkl,_refln_intensity_meas,_refln_intensity_sigma,G-vector Length,Intensity,orientation
-6 -3 4,0.00042834159753944056,8.273286448089084e-05,1.250979985892817,1.1496472e-06,1
-4 -2 4,0.0013080387600299802,0.00016722700197798003,0.9317076137965756,0.026997263,1
-1 -1 4,0.023708636972887387,0.0004381342755095034,0.7317200464208987,0.038633764,1
2 0 4,0.11383992836926127,0.0009163316412274655,1.0167015408038218,0.00012565608,1
3 0 4,-2.4963109549584723e-05,8.930828374136472e-05,1.1762777793941703,0.0002251967,1
6 1 4,0.0007775902948314668,0.00024014370484859207,,,1
-6 -3 5,0.004220597237816664,0.00019315294077641988,1.3119408139674609,0.00018271201,1
-3 -2 5,0.00013092129420407792,0.00010443174804045462,0.960279596831672,2.7433996e-05,1
0 -1 5,7.089710981203789e-05,7.24939973467244e-05,0.976738325673649,6.799633e-05,1
3 0 5,0.001150651403302495,0.00015370042521357667,1.3478988306246495,0.00012581183,1
4 0 5,3.113930692638696e-05,6.821997482741639e-05,1.512710660556884,1.0563897e-05,1
-6 -3 6,0.006577767624495466,0.00024242161794954195,1.3975614206948634,0.0033031483,1
-5 -3 6,0.00019954049091516592,7.092059345225386e-05,1.280133041712973,2.603437e-06,1
-3 -2 6,0.0016177175235580835,0.00015579046919279873,1.1164441256522617,0.00017313118,1
-2 -2 6,0.0,2.324880381381832e-05,1.0973761949503806,1.3731287e-05,1
0 -1 6,0.0001901940021092066,9.84434197853802e-05,1.1707474940409694,0.00017404876,1
1 -1 6,-2.8415204661333502e-06,4.689682951130826e-05,1.265172347948378,2.8744122e-05,1
3 0 6,6.0376438995279696e-05,0.000124392842224036,1.5250523112057328,1.1835531e-07,1
-7 -4 7,0.00026691505469480706,5.6219834677051574e-05,1.6386657156102749,2.1887508e-06,1
-5 -3 7,0.00028828516729134717,8.4705490259033e-05,1.406148896338758,4.9458995e-05,1
-4 -3 7,0.0,2.324880381381832e-05,1.3357890148840503,3.1557928e-08,1
-2 -2 7,9.8631288907108e-07,4.7460436876491746e-05,1.2786985507868447,3.7959868e-05,1
-1 -2 7,4.69672804319562e-06,2.383589481921777e-05,1.309340255649478,1.3400854e-06,1
-6 -4 8,0.0,2.324880381381832e-05,,,1
-5 -3 8,2.249732732690702e-05,6.995776420339876e-05,1.5464541001516785,0.0001289487,1
