# h  k  l  lp
  -1    0    1  0.003459
  -1    0    2  0.003765
  -1    0    3  0.004230
  -1    0    4  0.004807
  -1    0    5  0.005462
  -1    0    6  0.006170
  -1    0    7  0.006914
  -1   -1   -2  0.004257
  -1   -1   -1  0.003998
  -1   -1    0  0.003918
  -1   -1    1  0.004027
  -1   -1    2  0.004313
  -1   -1    3  0.004741
  -1   -1    4  0.005279
  -1   -1    5  0.005896
  -1   -1    6  0.006570
  -1   -1    7  0.007285
  -1   -1    8  0.008030
  -1   -2   -3  0.005099
  -1   -2   -2  0.004746
  -1   -2   -1  0.004534
  -1   -2    0  0.004482
  -1   -2    1  0.004597
  -1   -2    2  0.004865
  -1   -2    3  0.005265
  -1   -2    4  0.005769
  -1   -2    5  0.006351
  -1   -2    6  0.006993
  -1   -2    7  0.007679
  -1   -2    8  0.008399
  -1   -2    9  0.009145
  -1   -3   -3  0.005558
  -1   -3   -2  0.005252
  -1   -3   -1  0.005077
  -1   -3    0  0.005048
  -1   -3    1  0.005166
  -1   -3    2  0.005422
  -1   -3    3  0.005798
  -1   -3    4  0.006272
  -1   -3    5  0.006824
  -1   -3    6  0.007436
  -1   -3    7  0.008095
  -1   -3    8  0.008791
  -1   -3    9  0.009514
  -1   -3   10  0.010260
  -1   -4   -4  0.006409
  -1   -4   -3  0.006036
  -1   -4   -2  0.005770
  -1   -4   -1  0.005626
  -1   -4    0  0.005614
  -1   -4    1  0.005735
  -1   -4    2  0.005981
  -1   -4    3  0.006337
  -1   -4    4  0.006785
  -1   -4    5  0.007310
  -1   -4    6  0.007895
  -1   -4    7  0.008529
  -1   -4    8  0.009200
  -1   -4    9  0.009903
  -1   -4   10  0.010629
  -1   -4   11  0.011376
  -1   -5   -4  0.006863
  -1   -5   -3  0.006528
  -1   -5   -2  0.006296
  -1   -5   -1  0.006178
  -1   -5    0  0.006181
  -1   -5    1  0.006305
  -1   -5    2  0.006542
  -1   -5    3  0.006881
  -1   -5    4  0.007307
  -1   -5    5  0.007808
  -1   -5    6  0.008368
  -1   -5    7  0.008977
  -1   -5    8  0.009626
  -1   -5    9  0.010308
  -1   -5   10  0.011015
  -1   -5   11  0.011744
  -1   -5   12  0.012491
  -1   -6   -5  0.007719
  -1   -6   -4  0.007332
  -1   -6   -3  0.007032
  -1   -6   -2  0.006830
  -1   -6   -1  0.006733
  -1   -6    0  0.006748
  -1   -6    1  0.006874
  -1   -6    2  0.007104
  -1   -6    3  0.007428
  -1   -6    4  0.007836
  -1   -6    5  0.008314
  -1   -6    6  0.008852
  -1   -6    7  0.009439
  -1   -6    8  0.010067
  -1   -6    9  0.010728
  -1   -6   10  0.011416
  -1   -6   11  0.012128
  -1   -6   12  0.012859
  -1   -6   13  0.013606
  -1   -7   -6  0.008596
  -1   -7   -5  0.008169
  -1   -7   -4  0.007815
  -1   -7   -3  0.007545
  -1   -7   -2  0.007368
  -1   -7   -1  0.007291
  -1   -7    0  0.007316
  -1   -7    1  0.007443
  -1   -7    2  0.007666
  -1   -7    3  0.007979
  -1   -7    4  0.008369
  -1   -7    5  0.008828
  -1   -7    6  0.009346
  -1   -7    7  0.009912
  -1   -7    8  0.010519
  -1   -7    9  0.011161
  -1   -7   10  0.011831
  -1   -7   11  0.012526
  -1   -7   12  0.013241
  -1   -7   13  0.013974
  -1   -7   14  0.014721
  -1   -8   -6  0.009028
  -1   -8   -5  0.008632
  -1   -8   -4  0.008309
  -1   -8   -3  0.008066
  -1   -8   -2  0.007911
  -1   -8   -1  0.007849
  -1   -8    0  0.007883
  -1   -8    1  0.008012
  -1   -8    2  0.008230
  -1   -8    3  0.008531
  -1   -8    4  0.008907
  -1   -8    5  0.009349
  -1   -8    6  0.009847
  -1   -8    7  0.010394
  -1   -8    8  0.010982
  -1   -8    9  0.011605
  -1   -8   10  0.012258
  -1   -8   11  0.012937
  -1   -8   12  0.013636
  -1   -8   13  0.014354
  -1   -8   14  0.015088
  -1   -9   -7  0.009904
  -1   -9   -6  0.009474
  -1   -9   -5  0.009107
  -1   -9   -4  0.008811
  -1   -9   -3  0.008592
  -1   -9   -2  0.008456
  -1   -9   -1  0.008409
  -1   -9    0  0.008450
  -1   -9    1  0.008580
  -1   -9    2  0.008794
  -1   -9    3  0.009086
  -1   -9    4  0.009448
  -1   -9    5  0.009874
  -1   -9    6  0.010355
  -1   -9    7  0.010884
  -1   -9    8  0.011454
   0    9   -8  0.009296
   0    9   -7  0.008580
   0    9   -6  0.007896
   0    9   -5  0.007250
   0    9   -4  0.006655
   0    9   -3  0.006125
   0    9   -2  0.005680
   0    9   -1  0.005338
   0    9   -1  0.005338
   0    9   -1  0.005338
   0    9    0  0.005123
   0    9    1  0.005049
   0    9    1  0.005049
   0    9    1  0.005049
   0    9    2  0.005123
   0    9    3  0.005339
   0    9    4  0.005681
   0    8   -9  0.009681
   0    8   -8  0.008921
   0    8   -7  0.008183
   0    8   -6  0.007473
   0    8   -5  0.006800
   0    8   -4  0.006175
   0    8   -3  0.005615
   0    8   -3  0.005615
   0    8   -3  0.005615
   0    8   -2  0.005141
   0    8   -1  0.004779
   0    8    0  0.004555
   0    8    1  0.004491
   0    8    2  0.004592
   0    8    2  0.004592
   0    8    2  0.004592
   0    8    3  0.004849
   0    7   -8  0.008567
   0    7   -7  0.007807
   0    7   -6  0.007071
   0    7   -5  0.006368
   0    7   -4  0.005710
   0    7   -3  0.005116
   0    7   -2  0.004609
   0    7   -1  0.004221
   0    7    0  0.003987
   0    7    1  0.003935
   0    7    2  0.004071
   0    7    3  0.004378
   0    6   -7  0.007454
   0    6   -6  0.006692
   0    6   -5  0.005959
   0    6   -4  0.005266
   0    6   -3  0.004633
   0    6   -2  0.004086
   0    6   -1  0.003666
   0    6   -1  0.003666
   0    6   -1  0.003666
   0    6    0  0.003418
   0    6    1  0.003382
   0    6    2  0.003563
   0    6    2  0.003563
   0    5   -5  0.005577
   0    5   -4  0.004847
   0    5   -3  0.004171
   0    5   -2  0.003577
   0    5   -1  0.003115
   0    5    0  0.002849
   0    5    1  0.002835
   0    5    1  0.002835
   0    5    1  0.002835
   0    5    2  0.003076
   0    4   -4  0.004462
   0    4   -3  0.003738
   0    4   -2  0.003089
   0    4   -1  0.002573
   0    4   -1  0.002573
   0    4   -1  0.002573
   0    4    0  0.002280
   0    4    1  0.002298
   0    4    1  0.002298
   0    4    1  0.002298
   0    3   -3  0.003347
   0    3   -2  0.002634
   0    3   -1  0.002044
   0    3    0  0.001710
   0    3    1  0.001782
   0    3    1  0.001782
   0    2   -2  0.002231
   0    2   -1  0.001545
   0    2    0  0.001140
   0    2    0  0.001140
   0    2    0  0.001140
   0    1   -1  0.001116
   0    1    0  0.000570
   0    1    0  0.000570
   0    1    0  0.000570
   0   -1    0  0.000570
   0   -1    0  0.000570
   0   -1    0  0.000570
   0   -1    1  0.001116
   0   -2   -1  0.001311
   0   -2    0  0.001140
   0   -2    0  0.001140
   0   -2    0  0.001140
   0   -2    1  0.001545
   0   -2    2  0.002231
   0   -3   -1  0.001782
   0   -3    0  0.001710
   0   -3    0  0.001710
   0   -3    0  0.001710
   0   -3    1  0.002044
   0   -3    2  0.002634
   0   -3    3  0.003347
   0   -4   -2  0.002622
   0   -4   -1  0.002299
   0   -4    0  0.002280
   0   -4    0  0.002280
   0   -4    0  0.002280
   0   -4    1  0.002573
   0   -4    2  0.003090
   0   -4    3  0.003738
   0   -4    4  0.004462
   0   -5   -2  0.003076
   0   -5   -1  0.002835
   0   -5    0  0.002850
   0   -5    1  0.003116
   0   -5    2  0.003578
   0   -5    3  0.004171
   0   -5    4  0.004848
   0   -5    5  0.005577
   0   -6   -3  0.003932
   0   -6   -2  0.003563
   0   -6   -1  0.003383
   0   -6   -1  0.003383
   0   -6   -1  0.003383
   0   -6    0  0.003419
   0   -6    1  0.003667
   0   -6    2  0.004087
   0   -6    3  0.004633
   0   -6    4  0.005267
   0   -6    5  0.005959
   0   -6    6  0.006693
   0   -7   -3  0.004379
   0   -7   -2  0.004072
   0   -7   -1  0.003936
   0   -7    0  0.003988
   0   -7    1  0.004222
   0   -7    2  0.004610
   0   -7    2  0.004610
   0   -7    2  0.004610
   0   -7    3  0.005117
   0   -7    4  0.005711
   0   -7    5  0.006369
   0   -7    6  0.007071
   0   -7    7  0.007807
   0   -8   -4  0.005240
   0   -8   -3  0.004851
   0   -8   -2  0.004594
   0   -8   -2  0.004594
   0   -8   -2  0.004594
   0   -8   -1  0.004492
   0   -8    0  0.004557
   0   -8    1  0.004780
   0   -8    1  0.004780
   0   -8    1  0.004780
   0   -8    2  0.005142
   0   -8    3  0.005616
   0   -8    4  0.006176
   0   -8    5  0.006801
   0   -8    6  0.007474
   0   -8    7  0.008184
   0   -8    8  0.008922
   0   -9   -4  0.005683
   0   -9   -3  0.005341
   0   -9   -2  0.005125
   0   -9   -1  0.005051
   0   -9   -1  0.005051
   0   -9   -1  0.005051
   0   -9    0  0.005125
   0   -9    1  0.005340
   0   -9    1  0.005340
   0   -9    1  0.005340
   0   -9    2  0.005681
   0   -9    3  0.006127
   0   -9    4  0.006657
   0   -9    5  0.007251
   0   -9    6  0.007897
   0   -9    7  0.008582
   0   -9    8  0.009297
   1    9   -8  0.011454
   1    9   -7  0.010883
   1    9   -6  0.010354
   1    9   -5  0.009873
   1    9   -4  0.009447
   1    9   -3  0.009084
   1    9   -2  0.008793
   1    9   -1  0.008579
   1    9    0  0.008449
   1    9    1  0.008408
   1    9    2  0.008455
   1    9    3  0.008590
   1    9    4  0.008810
   1    9    5  0.009106
   1    9    6  0.009473
   1    8  -14  0.015088
   1    8  -13  0.014354
   1    8  -12  0.013636
   1    8  -11  0.012936
   1    8  -10  0.012258
   1    8   -9  0.011605
   1    8   -8  0.010981
   1    8   -7  0.010393
   1    8   -6  0.009846
   1    8   -5  0.009348
   1    8   -4  0.008906
   1    8   -3  0.008530
   1    8   -2  0.008229
   1    8   -1  0.008011
   1    8    0  0.007882
   1    8    1  0.007848
   1    8    2  0.007910
   1    8    3  0.008065
   1    8    4  0.008308
   1    8    5  0.008631
   1    7  -16  0.016250
   1    7  -15  0.015480
   1    7  -14  0.014720
   1    7  -13  0.013973
   1    7  -12  0.013241
   1    7  -11  0.012526
   1    7  -10  0.011831
   1    7   -9  0.011160
   1    7   -8  0.010519
   1    7   -7  0.009911
   1    7   -6  0.009345
   1    7   -5  0.008828
   1    7   -4  0.008369
   1    7   -3  0.007978
   1    7   -2  0.007666
   1    7   -1  0.007442
   1    7    0  0.007315
   1    7    1  0.007290
   1    7    2  0.007367
   1    7    3  0.007545
   1    7    4  0.007815
   1    7    5  0.008168
   1    6  -14  0.014366
   1    6  -13  0.013606
   1    6  -12  0.012859
   1    6  -11  0.012128
   1    6  -10  0.011416
   1    6   -9  0.010727
   1    6   -8  0.010066
   1    6   -7  0.009439
   1    6   -6  0.008852
   1    6   -5  0.008314
   1    6   -4  0.007835
   1    6   -3  0.007428
   1    6   -2  0.007103
   1    6   -1  0.006873
   1    6    0  0.006748
   1    6    1  0.006733
   1    6    2  0.006829
   1    6    3  0.007032
   1    6    4  0.007332
   1    6    5  0.007719
   1    5  -13  0.013252
   1    5  -12  0.012491
   1    5  -11  0.011744
   1    5  -10  0.011015
   1    5   -9  0.010308
   1    5   -8  0.009626
   1    5   -7  0.008977
   1    5   -6  0.008368
   1    5   -5  0.007807
   1    5   -4  0.007307
   1    5   -3  0.006880
   1    5   -2  0.006541
   1    5   -1  0.006304
   1    5    0  0.006181
   1    5    1  0.006178
   1    5    2  0.006296
   1    5    3  0.006528
   1    5    4  0.006862
   1    4  -12  0.012138
   1    4  -11  0.011375
   1    4  -10  0.010629
   1    4   -9  0.009902
   1    4   -8  0.009200
   1    4   -7  0.008529
   1    4   -6  0.007895
   1    4   -5  0.007310
   1    4   -4  0.006785
   1    4   -3  0.006337
   1    4   -2  0.005981
   1    4   -1  0.005735
   1    4    0  0.005614
   1    4    1  0.005626
   1    4    2  0.005769
   1    4    3  0.006036
   1    4    4  0.006409
   1    3  -11  0.011024
   1    3  -10  0.010260
   1    3   -9  0.009514
   1    3   -8  0.008790
   1    3   -7  0.008095
   1    3   -6  0.007436
   1    3   -5  0.006824
   1    3   -4  0.006272
   1    3   -3  0.005798
   1    3   -2  0.005422
   1    3   -1  0.005166
   1    3    0  0.005048
   1    3    1  0.005077
   1    3    2  0.005252
   1    3    3  0.005558
   1    2   -9  0.009145
   1    2   -8  0.008399
   1    2   -7  0.007679
   1    2   -6  0.006993
   1    2   -5  0.006351
   1    2   -4  0.005769
   1    2   -3  0.005265
   1    2   -2  0.004865
   1    2   -1  0.004596
   1    2    0  0.004482
   1    2    1  0.004534
   1    2    2  0.004746
   1    2    3  0.005099
   1    1   -8  0.008029
   1    1   -7  0.007285
   1    1   -6  0.006570
   1    1   -5  0.005896
   1    1   -4  0.005279
   1    1   -3  0.004741
   1    1   -2  0.004313
   1    1   -1  0.004027
   1    1    0  0.003918
   1    1    1  0.003998
   1    1    2  0.004257
   1    0   -7  0.006914
   1    0   -6  0.006170
   1    0   -5  0.005462
   1    0   -4  0.004807
   1    0   -3  0.004230
   1    0   -2  0.003765
   1    0   -1  0.003459
   1    0    0  0.003355
   1    0    1  0.003472
   1    0    2  0.003790
   1   -1   -6  0.005799
   1   -1   -5  0.005056
   1   -1   -4  0.004359
   1   -1   -3  0.003735
   1   -1   -2  0.003225
   1   -1   -1  0.002890
   1   -1    0  0.002796
   1   -1    1  0.002963
   1   -2   -5  0.004684
   1   -2   -4  0.003943
   1   -2   -3  0.003264
   1   -2   -2  0.002697
   1   -2   -1  0.002323
   1   -2    0  0.002242
   1   -2    1  0.002482
   1   -3   -4  0.003569
   1   -3   -3  0.002831
   1   -3   -2  0.002191
   1   -3   -1  0.001758
   1   -3   -1  0.001758
   1   -3   -1  0.001758
   1   -3    0  0.001698
   1   -4   -3  0.002454
   1   -4   -2  0.001724
   1   -4   -2  0.001724
   1   -4   -2  0.001724
   1   -4   -1  0.001196
   1   -4   -1  0.001196
   1   -4   -1  0.001196
   1   -4   -1  0.001196
   1   -4    0  0.001180
   1   -4    0  0.001180
   1   -5   -2  0.001340
   1   -8   -1  0.001123
   1   -8   -1  0.001123
   1   -8   -1  0.001123
   1   -8   -1  0.001123
   1   -8   -1  0.001123
   1   -8   -1  0.001123
   1   -8    0  0.001375
   1   -8    0  0.001375
   1   -8    0  0.001375
   1   -8    0  0.001375
   1   -8    0  0.001375
   1   -8    0  0.001375
   1   -8    1  0.002006
   1   -9   -2  0.001880
   1   -9   -2  0.001880
   1   -9   -2  0.001880
   1   -9   -1  0.001681
   1   -9   -1  0.001681
   1   -9   -1  0.001681
   1   -9   -1  0.001681
   1   -9   -1  0.001681
   1   -9    0  0.001904
   1   -9    0  0.001904
   1   -9    0  0.001904
   1   -9    0  0.001904
   1   -9    0  0.001904
   1   -9    1  0.002434
   1   -9    1  0.002434
   1   -9    1  0.002434
   1   -9    1  0.002434
   1   -9    2  0.003120
   2    9   -4  0.012519
   2    9   -3  0.012249
   2    9   -2  0.012036
   2    9   -1  0.011883
   2    9    0  0.011792
   2    9    1  0.011764
   2    9    2  0.011800
   2    9    3  0.011899
   2    9    4  0.012060
   2    8  -13  0.016411
   2    8  -12  0.015788
   2    8  -11  0.015189
   2    8  -10  0.014618
   2    8   -9  0.014076
   2    8   -8  0.013568
   2    8   -7  0.013099
   2    8   -6  0.012671
   2    8   -5  0.012290
   2    8   -4  0.011959
   2    8   -3  0.011684
   2    8   -2  0.011468
   2    8   -1  0.011314
   2    8    0  0.011226
   2    8    1  0.011204
   2    8    2  0.011249
   2    8    3  0.011361
   2    8    4  0.011537
   2    8    5  0.011774
   2    8    6  0.012069
   2    8    7  0.012418
   2    8    8  0.012816
   2    7  -17  0.018691
   2    7  -16  0.017985
   2    7  -15  0.017293
   2    7  -14  0.016618
   2    7  -13  0.015961
   2    7  -12  0.015326
   2    7  -11  0.014714
   2    7  -10  0.014129
   2    7   -9  0.013574
   2    7   -8  0.013053
   2    7   -7  0.012571
   2    7   -6  0.012131
   2    7   -5  0.011740
   2    7   -4  0.011401
   2    7   -3  0.011119
   2    7   -2  0.010899
   2    7   -1  0.010745
   2    7    0  0.010660
   2    7    1  0.010645
   2    7    2  0.010700
   2    7    3  0.010825
   2    7    4  0.011017
   2    7    5  0.011273
   2    7    6  0.011588
   2    7    7  0.011958
   2    6  -20  0.020519
   2    6  -19  0.019768
   2    6  -18  0.019027
   2    6  -17  0.018297
   2    6  -16  0.017580
   2    6  -15  0.016876
   2    6  -14  0.016189
   2    6  -13  0.015520
   2    6  -12  0.014871
   2    6  -11  0.014245
   2    6  -10  0.013646
   2    6   -9  0.013077
   2    6   -8  0.012543
   2    6   -7  0.012047
   2    6   -6  0.011594
   2    6   -5  0.011191
   2    6   -4  0.010843
   2    6   -3  0.010554
   2    6   -2  0.010331
   2    6   -1  0.010176
   2    6    0  0.010094
   2    6    1  0.010087
   2    6    2  0.010153
   2    6    3  0.010293
   2    6    4  0.010503
   2    6    5  0.010778
   2    6    6  0.011115
   2    6    7  0.011507
   2    5  -21  0.020933
   2    5  -20  0.020164
   2    5  -19  0.019404
   2    5  -18  0.018653
   2    5  -17  0.017912
   2    5  -16  0.017184
   2    5  -15  0.016469
   2    5  -14  0.015769
   2    5  -13  0.015086
   2    5  -12  0.014424
   2    5  -11  0.013784
   2    5  -10  0.013170
   2    5   -9  0.012586
   2    5   -8  0.012037
   2    5   -7  0.011526
   2    5   -6  0.011060
   2    5   -5  0.010645
   2    5   -4  0.010286
   2    5   -3  0.009990
   2    5   -2  0.009762
   2    5   -1  0.009607
   2    5    0  0.009529
   2    5    1  0.009529
   2    5    2  0.009609
   2    5    3  0.009765
   2    5    4  0.009994
   2    5    5  0.010291
   2    5    6  0.010651
   2    4  -20  0.019820
   2    4  -19  0.019050
   2    4  -18  0.018289
   2    4  -17  0.017538
   2    4  -16  0.016798
   2    4  -15  0.016071
   2    4  -14  0.015358
   2    4  -13  0.014662
   2    4  -12  0.013986
   2    4  -11  0.013331
   2    4  -10  0.012702
   2    4   -9  0.012102
   2    4   -8  0.011537
   2    4   -7  0.011011
   2    4   -6  0.010530
   2    4   -5  0.010101
   2    4   -4  0.009731
   2    4   -3  0.009426
   2    4   -2  0.009193
   2    4   -1  0.009037
   2    4    0  0.008964
   2    4    1  0.008974
   2    4    2  0.009067
   2    4    3  0.009241
   2    4    4  0.009492
   2    4    5  0.009813
   2    4    6  0.010198
   2    3  -18  0.017935
   2    3  -17  0.017174
   2    3  -16  0.016423
   2    3  -15  0.015683
   2    3  -14  0.014958
   2    3  -13  0.014248
   2    3  -12  0.013557
   2    3  -11  0.012887
   2    3  -10  0.012242
   2    3   -9  0.011626
   2    3   -8  0.011044
   2    3   -7  0.010501
   2    3   -6  0.010004
   2    3   -5  0.009560
   2    3   -4  0.009177
   2    3   -3  0.008862
   2    3   -2  0.008624
   2    3   -1  0.008468
   2    3    0  0.008399
   2    3    1  0.008420
   2    3    2  0.008529
   2    3    3  0.008723
   2    3    4  0.008998
   2    3    5  0.009345
   2    2  -17  0.016821
   2    2  -16  0.016059
   2    2  -15  0.015307
   2    2  -14  0.014569
   2    2  -13  0.013845
   2    2  -12  0.013139
   2    2  -11  0.012453
   2    2  -10  0.011792
   2    2   -9  0.011158
   2    2   -8  0.010558
   2    2   -7  0.009997
   2    2   -6  0.009483
   2    2   -5  0.009022
   2    2   -4  0.008625
   2    2   -3  0.008300
   2    2   -2  0.008055
   2    2   -1  0.007898
   2    2    0  0.007835
   2    2    1  0.007868
   2    2    2  0.007995
   2    2    3  0.008212
   2    2    4  0.008513
   2    2    5  0.008888
   2    1  -16  0.015707
   2    1  -15  0.014943
   2    1  -14  0.014192
   2    1  -13  0.013454
   2    1  -12  0.012733
   2    1  -11  0.012031
   2    1  -10  0.011352
   2    1   -9  0.010700
   2    1   -8  0.010081
   2    1   -7  0.009501
   2    1   -6  0.008967
   2    1   -5  0.008489
   2    1   -4  0.008076
   2    1   -3  0.007738
   2    1   -2  0.007486
   2    1   -1  0.007329
   2    1    0  0.007272
   2    1    1  0.007319
   2    1    2  0.007466
   2    1    3  0.007710
   2    1    4  0.008039
   2    1    5  0.008446
   2    0  -15  0.014593
   2    0  -14  0.013828
   2    0  -13  0.013076
   2    0  -12  0.012340
   2    0  -11  0.011621
   2    0  -10  0.010924
   2    0   -9  0.010254
   2    0   -8  0.009615
   2    0   -7  0.009014
   2    0   -6  0.008459
   2    0   -5  0.007961
   2    0   -4  0.007529
   2    0   -3  0.007178
   2    0   -2  0.006917
   2    0   -1  0.006759
   2    0    0  0.006710
   2    0    1  0.006773
   2    0    2  0.006944
   2    0    3  0.007217
   2    0    4  0.007579
   2   -1  -14  0.013478
   2   -1  -13  0.012713
   2   -1  -12  0.011961
   2   -1  -11  0.011225
   2   -1  -10  0.010510
   2   -1   -9  0.009820
   2   -1   -8  0.009160
   2   -1   -7  0.008536
   2   -1   -6  0.007959
   2   -1   -5  0.007438
   2   -1   -4  0.006987
   2   -1   -3  0.006619
   2   -1   -2  0.006349
   2   -1   -1  0.006190
   2   -1    0  0.006150
   2   -1    1  0.006232
   2   -1    2  0.006430
   2   -1    3  0.006736
   2   -1    4  0.007135
   2   -2  -12  0.011597
   2   -2  -11  0.010845
   2   -2  -10  0.010111
   2   -2   -9  0.009401
   2   -2   -8  0.008718
   2   -2   -7  0.008071
   2   -2   -6  0.007469
   2   -2   -5  0.006924
   2   -2   -4  0.006449
   2   -2   -3  0.006062
   2   -2   -2  0.005781
   2   -2   -1  0.005620
   2   -2    0  0.005591
   2   -2    1  0.005696
   2   -2    2  0.005927
   2   -2    3  0.006270
   2   -3  -11  0.010482
   2   -3  -10  0.009730
   2   -3   -9  0.008998
   2   -3   -8  0.008292
   2   -3   -7  0.007620
   2   -3   -6  0.006991
   2   -3   -5  0.006418
   2   -3   -4  0.005918
   2   -3   -3  0.005509
   2   -3   -2  0.005213
   2   -3   -1  0.005051
   2   -3    0  0.005035
   2   -3    1  0.005167
   2   -3    2  0.005436
   2   -3    3  0.005823
   2   -4  -10  0.009367
   2   -4   -9  0.008614
   2   -4   -8  0.007885
   2   -4   -7  0.007186
   2   -4   -6  0.006528
   2   -4   -5  0.005925
   2   -4   -4  0.005394
   2   -4   -3  0.004958
   2   -4   -2  0.004646
   2   -4   -1  0.004482
   2   -4    0  0.004483
   2   -4    1  0.004649
   2   -4    2  0.004963
   2   -5   -9  0.008251
   2   -5   -8  0.007498
   2   -5   -7  0.006772
   2   -5   -6  0.006083
   2   -5   -5  0.005446
   2   -5   -4  0.004880
   2   -5   -3  0.004413
   2   -5   -2  0.004079
   2   -5   -2  0.004079
   2   -5   -2  0.004079
   2   -5   -1  0.003913
   2   -5   -1  0.003913
   2   -5   -1  0.003913
   2   -5    0  0.003935
   2   -5    1  0.004143
   2   -6   -8  0.007136
   2   -6   -7  0.006382
   2   -6   -6  0.005660
   2   -6   -5  0.004986
   2   -6   -5  0.004986
   2   -6   -5  0.004986
   2   -6   -4  0.004379
   2   -6   -3  0.003874
   2   -6   -3  0.003874
   2   -6   -3  0.003874
   2   -6   -2  0.003513
   2   -6   -2  0.003513
   2   -6   -2  0.003513
   2   -6   -1  0.003343
   2   -6    0  0.003394
   2   -6    1  0.003656
   2   -7   -7  0.006020
   2   -7   -6  0.005265
   2   -7   -5  0.004550
   2   -7   -4  0.003898
   2   -7   -4  0.003898
   2   -7   -4  0.003898
   2   -7   -3  0.003345
   2   -7   -2  0.002947
   2   -7   -2  0.002947
   2   -7   -2  0.002947
   2   -7   -1  0.002773
   2   -7   -1  0.002773
   2   -7   -1  0.002773
   2   -7    0  0.002864
   2   -7    0  0.002864
   2   -8   -6  0.004903
   2   -8   -5  0.004146
   2   -8   -4  0.003442
   2   -8   -4  0.003442
   2   -8   -4  0.003442
   2   -8   -3  0.002830
   2   -8   -3  0.002830
   2   -8   -3  0.002830
   2   -8   -2  0.002383
   2   -8   -2  0.002383
   2   -8   -2  0.002383
   2   -8   -2  0.002383
   2   -8   -1  0.002202
   2   -8   -1  0.002202
   2   -8   -1  0.002202
   2   -8   -1  0.002202
   2   -8    0  0.002351
   2   -8    0  0.002351
   2   -9   -4  0.003024
   2   -9   -4  0.003024
   2   -9   -4  0.003024
   2   -9   -3  0.002340
   2   -9   -3  0.002340
   2   -9   -3  0.002340
   2   -9   -3  0.002340
   2   -9   -2  0.001819
   2   -9   -2  0.001819
   2   -9   -2  0.001819
   2   -9   -2  0.001819
   2   -9   -2  0.001819
   2   -9   -1  0.001627
   2   -9   -1  0.001627
   2   -9   -1  0.001627
   2   -9   -1  0.001627
   2   -9   -1  0.001627
   3    8   -9  0.016855
   3    8   -8  0.016435
   3    8   -7  0.016051
   3    8   -6  0.015706
   3    8   -5  0.015401
   3    8   -4  0.015140
   3    8   -3  0.014925
   3    8   -2  0.014758
   3    8   -1  0.014641
   3    8    0  0.014574
   3    8    1  0.014559
   3    8    2  0.014596
   3    8    3  0.014683
   3    8    4  0.014821
   3    8    5  0.015008
   3    8    6  0.015243
   3    8    7  0.015522
   3    8    8  0.015843
   3    8    9  0.016205
   3    7  -15  0.019518
   3    7  -14  0.018924
   3    7  -13  0.018352
   3    7  -12  0.017803
   3    7  -11  0.017280
   3    7  -10  0.016786
   3    7   -9  0.016324
   3    7   -8  0.015895
   3    7   -7  0.015503
   3    7   -6  0.015150
   3    7   -5  0.014840
   3    7   -4  0.014575
   3    7   -3  0.014357
   3    7   -2  0.014189
   3    7   -1  0.014073
   3    7    0  0.014010
   3    7    1  0.014000
   3    7    2  0.014044
   3    7    3  0.014141
   3    7    4  0.014290
   3    7    5  0.014489
   3    7    6  0.014737
   3    7    7  0.015031
   3    7    8  0.015369
   3    7    9  0.015747
   3    6  -18  0.020977
   3    6  -17  0.020319
   3    6  -16  0.019676
   3    6  -15  0.019052
   3    6  -14  0.018447
   3    6  -13  0.017864
   3    6  -12  0.017304
   3    6  -11  0.016771
   3    6  -10  0.016267
   3    6   -9  0.015794
   3    6   -8  0.015356
   3    6   -7  0.014955
   3    6   -6  0.014595
   3    6   -5  0.014279
   3    6   -4  0.014009
   3    6   -3  0.013788
   3    6   -2  0.013620
   3    6   -1  0.013505
   3    6    0  0.013445
   3    6    1  0.013441
   3    6    2  0.013493
   3    6    3  0.013600
   3    6    4  0.013761
   3    6    5  0.013974
   3    6    6  0.014237
   3    6    7  0.014547
   3    6    8  0.014901
   3    6    9  0.015296
   3    5  -21  0.022634
   3    5  -20  0.021926
   3    5  -19  0.021230
   3    5  -18  0.020547
   3    5  -17  0.019878
   3    5  -16  0.019226
   3    5  -15  0.018591
   3    5  -14  0.017975
   3    5  -13  0.017381
   3    5  -12  0.016810
   3    5  -11  0.016266
   3    5  -10  0.015751
   3    5   -9  0.015268
   3    5   -8  0.014819
   3    5   -7  0.014409
   3    5   -6  0.014041
   3    5   -5  0.013718
   3    5   -4  0.013443
   3    5   -3  0.013220
   3    5   -2  0.013050
   3    5   -1  0.012936
   3    5    0  0.012880
   3    5    1  0.012883
   3    5    2  0.012943
   3    5    3  0.013061
   3    5    4  0.013235
   3    5    5  0.013463
   3    5    6  0.013742
   3    5    7  0.014068
   3    5    8  0.014440
   3    5    9  0.014853
   3    4  -23  0.023703
   3    4  -22  0.022967
   3    4  -21  0.022239
   3    4  -20  0.021522
   3    4  -19  0.020817
   3    4  -18  0.020124
   3    4  -17  0.019445
   3    4  -16  0.018782
   3    4  -15  0.018136
   3    4  -14  0.017509
   3    4  -13  0.016903
   3    4  -12  0.016321
   3    4  -11  0.015765
   3    4  -10  0.015238
   3    4   -9  0.014744
   3    4   -8  0.014285
   3    4   -7  0.013865
   3    4   -6  0.013489
   3    4   -5  0.013158
   3    4   -4  0.012878
