# h  k  l  lp
  -4   -3   -6  0.015919
  -4   -3   -5  0.015667
  -4   -3   -4  0.015460
  -4   -3   -3  0.015298
  -4   -3   -2  0.015185
  -4   -3   -1  0.015121
  -4   -3    0  0.015107
  -4   -3    1  0.015142
  -4   -3    2  0.015226
  -4   -3    3  0.015360
  -4   -3    4  0.015540
  -4   -3    5  0.015767
  -4   -3    6  0.016037
  -4   -3    7  0.016348
  -4   -3    8  0.016699
  -4   -3    9  0.017087
  -4   -3   10  0.017510
  -4   -3   11  0.017964
  -4   -3   12  0.018448
  -4   -3   13  0.018959
  -4   -3   14  0.019496
  -4   -3   15  0.020055
  -4   -3   16  0.020636
  -4   -3   17  0.021237
  -4   -3   18  0.021855
  -4   -3   19  0.022490
  -4   -3   20  0.023140
  -4   -3   21  0.023804
  -4   -3   22  0.024480
  -4   -4  -11  0.018202
  -4   -4  -10  0.017776
  -4   -4   -9  0.017383
  -4   -4   -8  0.017025
  -4   -4   -7  0.016705
  -4   -4   -6  0.016424
  -4   -4   -5  0.016185
  -4   -4   -4  0.015989
  -4   -4   -3  0.015839
  -4   -4   -2  0.015735
  -4   -4   -1  0.015678
  -4   -4    0  0.015670
  -4   -4    1  0.015709
  -4   -4    2  0.015796
  -4   -4    3  0.015930
  -4   -4    4  0.016109
  -4   -4    5  0.016333
  -4   -4    6  0.016598
  -4   -4    7  0.016905
  -4   -4    8  0.017249
  -4   -4    9  0.017630
  -4   -4   10  0.018044
  -4   -4   11  0.018490
  -4   -4   12  0.018965
  -4   -4   13  0.019467
  -4   -4   14  0.019994
  -4   -4   15  0.020544
  -4   -4   16  0.021115
  -4   -4   17  0.021706
  -4   -4   18  0.022315
  -4   -4   19  0.022941
  -4   -4   20  0.023582
  -4   -5  -11  0.018640
  -4   -5  -10  0.018229
  -4   -5   -9  0.017851
  -4   -5   -8  0.017507
  -4   -5   -7  0.017201
  -4   -5   -6  0.016933
  -4   -5   -5  0.016706
  -4   -5   -4  0.016522
  -4   -5   -3  0.016382
  -4   -5   -2  0.016286
  -4   -5   -1  0.016237
  -4   -5    0  0.016233
  -4   -5    1  0.016276
  -4   -5    2  0.016365
  -4   -5    3  0.016500
  -4   -5    4  0.016678
  -4   -5    5  0.016899
  -4   -5    6  0.017161
  -4   -5    7  0.017462
  -4   -5    8  0.017800
  -4   -5    9  0.018174
  -4   -5   10  0.018580
  -4   -5   11  0.019018
  -4   -5   12  0.019484
  -4   -5   13  0.019977
  -4   -5   14  0.020495
  -4   -5   15  0.021036
  -4   -5   16  0.021598
  -4   -5   17  0.022180
  -4   -5   18  0.022780
  -4   -6  -12  0.019512
  -4   -6  -11  0.019085
  -4   -6  -10  0.018688
  -4   -6   -9  0.018324
  -4   -6   -8  0.017994
  -4   -6   -7  0.017701
  -4   -6   -6  0.017446
  -4   -6   -5  0.017231
  -4   -6   -4  0.017057
  -4   -6   -3  0.016926
  -4   -6   -2  0.016838
  -4   -6   -1  0.016795
  -4   -6    0  0.016797
  -4   -6    1  0.016844
  -4   -6    2  0.016935
  -4   -6    3  0.017069
  -4   -6    4  0.017246
  -4   -6    5  0.017465
  -4   -6    6  0.017723
  -4   -6    7  0.018020
  -4   -6    8  0.018352
  -4   -6    9  0.018719
  -4   -6   10  0.019119
  -4   -6   11  0.019548
  -4   -6   12  0.020006
  -4   -6   13  0.020491
  -4   -6   14  0.021000
  -4   -6   15  0.021532
  -4   -7  -11  0.019536
  -4   -7  -10  0.019153
  -4   -7   -9  0.018803
  -4   -7   -8  0.018486
  -4   -7   -7  0.018205
  -4   -7   -6  0.017962
  -4   -7   -5  0.017757
  -4   -7   -4  0.017594
  -4   -7   -3  0.017471
  -4   -7   -2  0.017392
  -4   -7   -1  0.017355
  -4   -7    0  0.017361
  -4   -7    1  0.017411
  -4   -7    2  0.017504
  -4   -7    3  0.017639
  -4   -7    4  0.017815
  -4   -7    5  0.018031
  -4   -7    6  0.018286
  -4   -7    7  0.018578
  -4   -7    8  0.018905
  -4   -7    9  0.019266
  -4   -7   10  0.019659
  -4   -7   11  0.020081
  -3    8   -3  0.006546
  -3    8   -2  0.006133
  -3    8   -1  0.005820
  -3    8   -1  0.005820
  -3    8   -1  0.005820
  -3    8    0  0.005626
  -3    8    1  0.005561
  -3    8    1  0.005561
  -3    8    1  0.005561
  -3    8    2  0.005631
  -3    8    3  0.005830
  -3    8    4  0.006147
  -3    8    4  0.006147
  -3    8    4  0.006147
  -3    8    5  0.006563
  -3    8    6  0.007062
  -3    8    7  0.007628
  -3    8    8  0.008246
  -3    8    9  0.008905
  -3    7   -3  0.006986
  -3    7   -2  0.006613
  -3    7   -1  0.006337
  -3    7    0  0.006172
  -3    7    1  0.006127
  -3    7    2  0.006204
  -3    7    3  0.006399
  -3    7    4  0.006701
  -3    7    5  0.007097
  -3    7    6  0.007572
  -3    7    7  0.008112
  -3    7    8  0.008705
  -3    7    9  0.009341
  -3    7   10  0.010012
  -3    7   11  0.010712
  -3    7   12  0.011434
  -3    7   13  0.012175
  -3    6   -4  0.007861
  -3    6   -3  0.007442
  -3    6   -2  0.007105
  -3    6   -1  0.006862
  -3    6    0  0.006722
  -3    6    1  0.006693
  -3    6    2  0.006776
  -3    6    3  0.006967
  -3    6    4  0.007257
  -3    6    5  0.007635
  -3    6    6  0.008089
  -3    6    7  0.008606
  -3    6    8  0.009177
  -3    6    9  0.009791
  -3    6   10  0.010441
  -3    6   11  0.011121
  -3    6   12  0.011825
  -3    6   13  0.012550
  -3    6   14  0.013292
  -3    5   -4  0.008299
  -3    5   -3  0.007914
  -3    5   -2  0.007608
  -3    5   -1  0.007393
  -3    5    0  0.007275
  -3    5    1  0.007260
  -3    5    2  0.007347
  -3    5    3  0.007535
  -3    5    4  0.007814
  -3    5    5  0.008177
  -3    5    6  0.008612
  -3    5    7  0.009109
  -3    5    8  0.009658
  -3    5    9  0.010252
  -3    5   10  0.010882
  -3    5   11  0.011543
  -3    5   12  0.012230
  -3    5   13  0.012939
  -3    5   14  0.013666
  -3    5   15  0.014408
  -3    5   16  0.015164
  -3    4   -5  0.009174
  -3    4   -4  0.008751
  -3    4   -3  0.008397
  -3    4   -2  0.008120
  -3    4   -1  0.007929
  -3    4    0  0.007830
  -3    4    1  0.007826
  -3    4    2  0.007918
  -3    4    3  0.008103
  -3    4    4  0.008373
  -3    4    5  0.008722
  -3    4    6  0.009140
  -3    4    7  0.009619
  -3    4    8  0.010149
  -3    4    9  0.010723
  -3    4   10  0.011335
  -3    4   11  0.011978
  -3    4   12  0.012648
  -3    4   13  0.013340
  -3    4   14  0.014053
  -3    4   15  0.014781
  -3    4   16  0.015524
  -3    4   17  0.016280
  -3    3   -5  0.009610
  -3    3   -4  0.009216
  -3    3   -3  0.008890
  -3    3   -2  0.008639
  -3    3   -1  0.008469
  -3    3    0  0.008387
  -3    3    1  0.008393
  -3    3    2  0.008489
  -3    3    3  0.008671
  -3    3    4  0.008934
  -3    3    5  0.009270
  -3    3    6  0.009673
  -3    3    7  0.010135
  -3    3    8  0.010647
  -3    3    9  0.011203
  -3    3   10  0.011797
  -3    3   11  0.012423
  -3    3   12  0.013077
  -3    3   13  0.013754
  -3    3   14  0.014451
  -3    3   15  0.015167
  -3    3   16  0.015897
  -3    3   17  0.016640
  -3    3   18  0.017395
  -3    2   -5  0.010060
  -3    2   -4  0.009693
  -3    2   -3  0.009392
  -3    2   -2  0.009163
  -3    2   -1  0.009013
  -3    2    0  0.008945
  -3    2    1  0.008960
  -3    2    2  0.009059
  -3    2    3  0.009239
  -3    2    4  0.009495
  -3    2    5  0.009821
  -3    2    6  0.010210
  -3    2    7  0.010657
  -3    2    8  0.011152
  -3    2    9  0.011692
  -3    2   10  0.012268
  -3    2   11  0.012878
  -3    2   12  0.013516
  -3    2   13  0.014178
  -3    2   14  0.014861
  -3    2   15  0.015563
  -3    2   16  0.016281
  -3    2   17  0.017012
  -3    2   18  0.017756
  -3    2   19  0.018511
  -3    1   -6  0.010921
  -3    1   -5  0.010521
  -3    1   -4  0.010179
  -3    1   -3  0.009901
  -3    1   -2  0.009693
  -3    1   -1  0.009560
  -3    1    0  0.009504
  -3    1    1  0.009528
  -3    1    2  0.009630
  -3    1    3  0.009807
  -3    1    4  0.010057
  -3    1    5  0.010373
  -3    1    6  0.010751
  -3    1    7  0.011183
  -3    1    8  0.011663
  -3    1    9  0.012187
  -3    1   10  0.012748
  -3    1   11  0.013342
  -3    1   12  0.013964
  -3    1   13  0.014612
  -3    1   14  0.015281
  -3    1   15  0.015970
  -3    1   16  0.016675
  -3    1   17  0.017395
  -3    1   18  0.018128
  -3    1   19  0.018872
  -3    1   20  0.019626
  -3    0   -6  0.011369
  -3    0   -5  0.010992
  -3    0   -4  0.010673
  -3    0   -3  0.010416
  -3    0   -2  0.010227
  -3    0   -1  0.010109
  -3    0    0  0.010065
  -3    0    1  0.010095
  -3    0    2  0.010200
  -3    0    3  0.010376
  -3    0    4  0.010620
  -3    0    5  0.010928
  -3    0    6  0.011294
  -3    0    7  0.011713
  -3    0    8  0.012180
  -3    0    9  0.012688
  -3    0   10  0.013235
  -3    0   11  0.013814
  -3    0   12  0.014422
  -3    0   13  0.015055
  -3    0   14  0.015711
  -3    0   15  0.016386
  -3    0   16  0.017079
  -3    0   17  0.017787
  -3    0   18  0.018509
  -3    0   19  0.019243
  -3    0   20  0.019987
  -3    0   21  0.020741
  -3   -1   -7  0.012232
  -3   -1   -6  0.011826
  -3   -1   -5  0.011472
  -3   -1   -4  0.011174
  -3   -1   -3  0.010937
  -3   -1   -2  0.010765
  -3   -1   -1  0.010661
  -3   -1    0  0.010627
  -3   -1    1  0.010663
  -3   -1    2  0.010770
  -3   -1    3  0.010944
  -3   -1    4  0.011184
  -3   -1    5  0.011484
  -3   -1    6  0.011840
  -3   -1    7  0.012247
  -3   -1    8  0.012700
  -3   -1    9  0.013195
  -3   -1   10  0.013728
  -3   -1   11  0.014292
  -3   -1   12  0.014886
  -3   -1   13  0.015506
  -3   -1   14  0.016149
  -3   -1   15  0.016812
  -3   -1   16  0.017493
  -3   -1   17  0.018189
  -3   -1   18  0.018900
  -3   -1   19  0.019623
  -3   -1   20  0.020358
  -3   -1   21  0.021103
  -3   -1   22  0.021857
  -3   -2   -7  0.012678
  -3   -2   -6  0.012294
  -3   -2   -5  0.011960
  -3   -2   -4  0.011682
  -3   -2   -3  0.011463
  -3   -2   -2  0.011306
  -3   -2   -1  0.011214
  -3   -2    0  0.011189
  -3   -2    1  0.011232
  -3   -2    2  0.011340
  -3   -2    3  0.011513
  -3   -2    4  0.011748
  -3   -2    5  0.012041
  -3   -2    6  0.012388
  -3   -2    7  0.012784
  -3   -2    8  0.013225
  -3   -2    9  0.013707
  -3   -2   10  0.014226
  -3   -2   11  0.014778
  -3   -2   12  0.015358
  -3   -2   13  0.015965
  -3   -2   14  0.016595
  -3   -2   15  0.017246
  -3   -2   16  0.017915
  -3   -2   17  0.018600
  -3   -2   18  0.019300
  -3   -2   19  0.020013
  -3   -2   20  0.020738
  -3   -2   21  0.021473
  -3   -2   22  0.022218
  -3   -2   23  0.022972
  -3   -2   24  0.023733
  -3   -3   -8  0.013543
  -3   -3   -7  0.013133
  -3   -3   -6  0.012769
  -3   -3   -5  0.012455
  -3   -3   -4  0.012195
  -3   -3   -3  0.011992
  -3   -3   -2  0.011850
  -3   -3   -1  0.011769
  -3   -3    0  0.011753
  -3   -3    1  0.011800
  -3   -3    2  0.011910
  -3   -3    3  0.012082
  -3   -3    4  0.012313
  -3   -3    5  0.012599
  -3   -3    6  0.012937
  -3   -3    7  0.013323
  -3   -3    8  0.013754
  -3   -3    9  0.014224
  -3   -3   10  0.014730
  -3   -3   11  0.015269
  -3   -3   12  0.015837
  -3   -3   13  0.016431
  -3   -3   14  0.017049
  -3   -3   15  0.017687
  -3   -3   16  0.018345
  -3   -3   17  0.019019
  -3   -3   18  0.019708
  -3   -3   19  0.020411
  -3   -3   20  0.021126
  -3   -3   21  0.021852
  -3   -3   22  0.022588
  -3   -3   23  0.023334
  -3   -3   24  0.024087
  -3   -4   -9  0.014419
  -3   -4   -8  0.013987
  -3   -4   -7  0.013597
  -3   -4   -6  0.013252
  -3   -4   -5  0.012957
  -3   -4   -4  0.012713
  -3   -4   -3  0.012525
  -3   -4   -2  0.012396
  -3   -4   -1  0.012325
  -3   -4    0  0.012316
  -3   -4    1  0.012368
  -3   -4    2  0.012480
  -3   -4    3  0.012651
  -3   -4    4  0.012878
  -3   -4    5  0.013158
  -3   -4    6  0.013489
  -3   -4    7  0.013866
  -3   -4    8  0.014285
  -3   -4    9  0.014744
  -3   -4   10  0.015238
  -3   -4   11  0.015765
  -3   -4   12  0.016321
  -3   -4   13  0.016903
  -3   -4   14  0.017509
  -3   -4   15  0.018136
  -3   -4   16  0.018782
  -3   -4   17  0.019445
  -3   -4   18  0.020124
  -3   -4   19  0.020817
  -3   -4   20  0.021522
  -3   -4   21  0.022239
  -3   -4   22  0.022967
  -3   -4   23  0.023703
  -3   -5   -9  0.014853
  -3   -5   -8  0.014440
  -3   -5   -7  0.014069
  -3   -5   -6  0.013742
  -3   -5   -5  0.013463
  -3   -5   -4  0.013235
  -3   -5   -3  0.013061
  -3   -5   -2  0.012943
  -3   -5   -1  0.012883
  -3   -5    0  0.012881
  -3   -5    1  0.012937
  -3   -5    2  0.013050
  -3   -5    3  0.013220
  -3   -5    4  0.013443
  -3   -5    5  0.013718
  -3   -5    6  0.014041
  -3   -5    7  0.014410
  -3   -5    8  0.014819
  -3   -5    9  0.015268
  -3   -5   10  0.015751
  -3   -5   11  0.016266
  -3   -5   12  0.016810
  -3   -5   13  0.017381
  -3   -5   14  0.017975
  -3   -5   15  0.018591
  -3   -5   16  0.019226
  -3   -5   17  0.019879
  -3   -5   18  0.020547
  -3   -5   19  0.021230
  -3   -5   20  0.021926
  -3   -5   21  0.022634
  -3   -6  -10  0.015729
  -3   -6   -9  0.015296
  -3   -6   -8  0.014901
  -3   -6   -7  0.014547
  -3   -6   -6  0.014237
  -3   -6   -5  0.013974
  -3   -6   -4  0.013761
  -3   -6   -3  0.013600
  -3   -6   -2  0.013493
  -3   -6   -1  0.013441
  -3   -6    0  0.013445
  -3   -6    1  0.013505
  -3   -6    2  0.013620
  -3   -6    3  0.013789
  -3   -6    4  0.014009
  -3   -6    5  0.014279
  -3   -6    6  0.014595
  -3   -6    7  0.014955
  -3   -6    8  0.015356
  -3   -6    9  0.015794
  -3   -6   10  0.016267
  -3   -6   11  0.016772
  -3   -6   12  0.017305
  -3   -6   13  0.017864
  -3   -6   14  0.018447
  -3   -6   15  0.019052
  -3   -6   16  0.019677
  -3   -6   17  0.020319
  -3   -6   18  0.020977
  -3   -7  -10  0.016163
  -3   -7   -9  0.015747
  -3   -7   -8  0.015369
  -3   -7   -7  0.015032
  -3   -7   -6  0.014738
  -3   -7   -5  0.014490
  -3   -7   -4  0.014290
  -3   -7   -3  0.014141
  -3   -7   -2  0.014044
  -3   -7   -1  0.014000
  -3   -7    0  0.014010
  -3   -7    1  0.014073
  -3   -7    2  0.014190
  -3   -7    3  0.014357
  -3   -7    4  0.014575
  -3   -7    5  0.014840
  -3   -7    6  0.015150
  -3   -7    7  0.015503
  -3   -7    8  0.015895
  -3   -7    9  0.016324
  -3   -7   10  0.016787
  -3   -7   11  0.017281
  -3   -7   12  0.017803
  -3   -7   13  0.018352
  -3   -7   14  0.018925
  -3   -7   15  0.019519
  -3   -8   -9  0.016206
  -3   -8   -8  0.015844
  -3   -8   -7  0.015522
  -3   -8   -6  0.015243
  -3   -8   -5  0.015009
  -3   -8   -4  0.014822
  -3   -8   -3  0.014684
  -3   -8   -2  0.014596
  -3   -8   -1  0.014560
  -3   -8    0  0.014575
  -3   -8    1  0.014642
  -3   -8    2  0.014759
  -3   -8    3  0.014926
  -3   -8    4  0.015141
  -3   -8    5  0.015402
  -3   -8    6  0.015706
  -3   -8    7  0.016052
  -3   -8    8  0.016436
  -3   -8    9  0.016856
  -2    9    0  0.001862
  -2    9    0  0.001862
  -2    9    0  0.001862
  -2    9    1  0.001620
  -2    9    1  0.001620
  -2    9    1  0.001620
  -2    9    1  0.001620
  -2    9    1  0.001620
  -2    9    2  0.001813
  -2    9    2  0.001813
  -2    9    2  0.001813
  -2    9    2  0.001813
  -2    9    2  0.001813
  -2    9    3  0.002335
  -2    9    3  0.002335
  -2    9    3  0.002335
  -2    8    0  0.002347
  -2    8    0  0.002347
  -2    8    0  0.002347
  -2    8    0  0.002347
  -2    8    1  0.002198
  -2    8    1  0.002198
  -2    8    1  0.002198
  -2    8    1  0.002198
  -2    8    2  0.002379
  -2    8    2  0.002379
  -2    8    2  0.002379
  -2    8    2  0.002379
  -2    8    3  0.002827
  -2    8    3  0.002827
  -2    8    3  0.002827
  -2    8    3  0.002827
  -2    8    4  0.003440
  -2    8    4  0.003440
  -2    8    4  0.003440
  -2    8    5  0.004144
  -2    7   -1  0.003195
  -2    7    0  0.002862
  -2    7    0  0.002862
  -2    7    0  0.002862
  -2    7    1  0.002771
  -2    7    1  0.002771
  -2    7    1  0.002771
  -2    7    2  0.002945
  -2    7    2  0.002945
  -2    7    2  0.002945
  -2    7    3  0.003343
  -2    7    4  0.003896
  -2    7    4  0.003896
  -2    7    4  0.003896
  -2    7    5  0.004549
  -2    7    6  0.005264
  -2    6   -1  0.003655
  -2    6   -1  0.003655
  -2    6    0  0.003393
  -2    6    0  0.003393
  -2    6    0  0.003393
  -2    6    1  0.003342
  -2    6    2  0.003512
  -2    6    2  0.003512
  -2    6    2  0.003512
  -2    6    3  0.003873
  -2    6    3  0.003873
  -2    6    3  0.003873
  -2    6    4  0.004379
  -2    6    5  0.004985
  -2    6    6  0.005660
  -2    6    7  0.006381
  -2    5   -2  0.004511
  -2    5   -1  0.004143
  -2    5    0  0.003935
  -2    5    1  0.003912
  -2    5    2  0.004078
  -2    5    3  0.004412
  -2    5    4  0.004879
  -2    5    5  0.005445
  -2    5    6  0.006083
  -2    5    7  0.006772
  -2    5    8  0.007498
  -2    4   -2  0.004963
  -2    4   -1  0.004648
  -2    4    0  0.004483
  -2    4    1  0.004482
  -2    4    2  0.004645
  -2    4    3  0.004958
  -2    4    4  0.005393
  -2    4    5  0.005924
  -2    4    6  0.006528
  -2    4    7  0.007186
  -2    4    8  0.007884
  -2    4    9  0.008614
  -2    4   10  0.009366
  -2    3   -3  0.005823
  -2    3   -2  0.005436
  -2    3   -1  0.005167
  -2    3    0  0.005035
  -2    3    1  0.005051
  -2    3    2  0.005213
  -2    3    3  0.005508
  -2    3    4  0.005917
  -2    3    5  0.006418
  -2    3    6  0.006991
  -2    3    7  0.007620
  -2    3    8  0.008292
  -2    3    9  0.008998
  -2    3   10  0.009729
  -2    3   11  0.010482
  -2    2   -3  0.006270
  -2    2   -2  0.005927
  -2    2   -1  0.005696
  -2    2    0  0.005591
  -2    2    1  0.005620
  -2    2    2  0.005781
  -2    2    3  0.006062
  -2    2    4  0.006449
  -2    2    5  0.006924
  -2    2    6  0.007469
  -2    2    7  0.008071
  -2    2    8  0.008718
  -2    2    9  0.009401
  -2    2   10  0.010111
  -2    2   11  0.010845
  -2    2   12  0.011597
  -2    1   -4  0.007135
  -2    1   -3  0.006736
  -2    1   -2  0.006430
  -2    1   -1  0.006232
  -2    1    0  0.006150
  -2    1    1  0.006190
  -2    1    2  0.006349
  -2    1    3  0.006619
  -2    1    4  0.006987
  -2    1    5  0.007438
  -2    1    6  0.007959
  -2    1    7  0.008536
  -2    1    8  0.009160
  -2    1    9  0.009820
  -2    1   10  0.010510
  -2    1   11  0.011225
  -2    1   12  0.011961
  -2    1   13  0.012713
  -2    0   -4  0.007579
  -2    0   -3  0.007217
  -2    0   -2  0.006944
  -2    0   -1  0.006773
  -2    0    0  0.006710
  -2    0    1  0.006759
  -2    0    2  0.006917
  -2    0    3  0.007178
  -2    0    4  0.007529
  -2    0    5  0.007961
  -2    0    6  0.008459
  -2    0    7  0.009014
  -2    0    8  0.009615
  -2    0    9  0.010254
  -2    0   10  0.010924
  -2    0   11  0.011621
  -2    0   12  0.012340
  -2    0   13  0.013076
  -2    0   14  0.013828
  -2   -1   -5  0.008446
  -2   -1   -4  0.008039
  -2   -1   -3  0.007710
  -2   -1   -2  0.007466
  -2   -1   -1  0.007319
  -2   -1    0  0.007272
  -2   -1    1  0.007329
  -2   -1    2  0.007486
  -2   -1    3  0.007738
  -2   -1    4  0.008076
  -2   -1    5  0.008489
  -2   -1    6  0.008967
  -2   -1    7  0.009501
  -2   -1    8  0.010081
  -2   -1    9  0.010700
  -2   -1   10  0.011352
  -2   -1   11  0.012031
  -2   -1   12  0.012733
  -2   -1   13  0.013454
  -2   -1   14  0.014192
  -2   -1   15  0.014943
  -2   -2   -5  0.008888
  -2   -2   -4  0.008513
  -2   -2   -3  0.008212
  -2   -2   -2  0.007995
  -2   -2   -1  0.007868
  -2   -2    0  0.007835
  -2   -2    1  0.007898
  -2   -2    2  0.008055
  -2   -2    3  0.008300
  -2   -2    4  0.008625
  -2   -2    5  0.009022
  -2   -2    6  0.009483
  -2   -2    7  0.009997
  -2   -2    8  0.010558
  -2   -2    9  0.011158
  -2   -2   10  0.011792
  -2   -2   11  0.012453
  -2   -2   12  0.013139
  -2   -2   13  0.013845
  -2   -2   14  0.014569
  -2   -2   15  0.015307
  -2   -2   16  0.016059
  -2   -3   -6  0.009757
  -2   -3   -5  0.009345
  -2   -3   -4  0.008998
  -2   -3   -3  0.008723
  -2   -3   -2  0.008529
  -2   -3   -1  0.008420
  -2   -3    0  0.008399
  -2   -3    1  0.008468
  -2   -3    2  0.008624
  -2   -3    3  0.008862
  -2   -3    4  0.009177
  -2   -3    5  0.009560
  -2   -3    6  0.010004
  -2   -3    7  0.010501
  -2   -3    8  0.011044
  -2   -3    9  0.011626
  -2   -3   10  0.012242
  -2   -3   11  0.012887
  -2   -3   12  0.013557
  -2   -3   13  0.014248
  -2   -3   14  0.014958
  -2   -3   15  0.015683
  -2   -3   16  0.016423
  -2   -3   17  0.017174
  -2   -4   -6  0.010198
  -2   -4   -5  0.009813
  -2   -4   -4  0.009492
  -2   -4   -3  0.009241
  -2   -4   -2  0.009067
  -2   -4   -1  0.008974
  -2   -4    0  0.008964
  -2   -4    1  0.009038
  -2   -4    2  0.009193
  -2   -4    3  0.009426
  -2   -4    4  0.009731
  -2   -4    5  0.010101
  -2   -4    6  0.010530
  -2   -4    7  0.011011
  -2   -4    8  0.011537
  -2   -4    9  0.012102
  -2   -4   10  0.012702
  -2   -4   11  0.013331
  -2   -4   12  0.013986
  -2   -4   13  0.014662
  -2   -4   14  0.015358
  -2   -4   15  0.016071
  -2   -4   16  0.016798
  -2   -4   17  0.017538
  -2   -4   18  0.018289
  -2   -4   19  0.019050
  -2   -5   -7  0.011068
  -2   -5   -6  0.010651
  -2   -5   -5  0.010291
  -2   -5   -4  0.009994
  -2   -5   -3  0.009765
  -2   -5   -2  0.009609
  -2   -5   -1  0.009530
  -2   -5    0  0.009529
  -2   -5    1  0.009607
  -2   -5    2  0.009762
  -2   -5    3  0.009990
  -2   -5    4  0.010286
  -2   -5    5  0.010645
  -2   -5    6  0.011061
  -2   -5    7  0.011527
  -2   -5    8  0.012037
  -2   -5    9  0.012587
  -2   -5   10  0.013170
  -2   -5   11  0.013784
  -2   -5   12  0.014424
  -2   -5   13  0.015087
  -2   -5   14  0.015769
  -2   -5   15  0.016469
  -2   -5   16  0.017184
  -2   -5   17  0.017913
  -2   -5   18  0.018653
  -2   -5   19  0.019404
  -2   -5   20  0.020164
  -2   -6   -7  0.011507
  -2   -6   -6  0.011115
  -2   -6   -5  0.010779
  -2   -6   -4  0.010503
  -2   -6   -3  0.010293
  -2   -6   -2  0.010154
  -2   -6   -1  0.010087
  -2   -6    0  0.010095
  -2   -6    1  0.010177
  -2   -6    2  0.010331
  -2   -6    3  0.010554
  -2   -6    4  0.010843
  -2   -6    5  0.011192
  -2   -6    6  0.011595
  -2   -6    7  0.012047
  -2   -6    8  0.012543
  -2   -6    9  0.013078
  -2   -6   10  0.013646
  -2   -6   11  0.014246
  -2   -6   12  0.014871
  -2   -6   13  0.015520
  -2   -6   14  0.016189
  -2   -6   15  0.016877
  -2   -6   16  0.017580
  -2   -6   17  0.018297
  -2   -6   18  0.019027
  -2   -6   19  0.019768
  -2   -6   20  0.020519
  -2   -7   -8  0.012378
  -2   -7   -7  0.011958
  -2   -7   -6  0.011588
  -2   -7   -5  0.011273
  -2   -7   -4  0.011018
  -2   -7   -3  0.010826
  -2   -7   -2  0.010701
  -2   -7   -1  0.010645
  -2   -7    0  0.010661
  -2   -7    1  0.010746
  -2   -7    2  0.010900
  -2   -7    3  0.011119
  -2   -7    4  0.011401
  -2   -7    5  0.011740
  -2   -7    6  0.012132
  -2   -7    7  0.012571
  -2   -7    8  0.013054
  -2   -7    9  0.013574
  -2   -7   10  0.014129
  -2   -7   11  0.014714
  -2   -7   12  0.015326
  -2   -7   13  0.015962
  -2   -7   14  0.016618
  -2   -7   15  0.017293
  -2   -7   16  0.017985
  -2   -7   17  0.018691
  -2   -8   -8  0.012816
  -2   -8   -7  0.012418
  -2   -8   -6  0.012070
  -2   -8   -5  0.011774
  -2   -8   -4  0.011537
  -2   -8   -3  0.011361
  -2   -8   -2  0.011250
  -2   -8   -1  0.011205
  -2   -8    0  0.011226
  -2   -8    1  0.011315
  -2   -8    2  0.011468
  -2   -8    3  0.011685
  -2   -8    4  0.011960
  -2   -8    5  0.012290
  -2   -8    6  0.012672
  -2   -8    7  0.013099
  -2   -8    8  0.013569
  -2   -8    9  0.014077
  -2   -8   10  0.014618
  -2   -8   11  0.015190
  -2   -8   12  0.015788
  -2   -8   13  0.016411
  -2   -9   -4  0.012061
  -2   -9   -3  0.011900
  -2   -9   -2  0.011801
  -2   -9   -1  0.011765
  -2   -9    0  0.011792
  -2   -9    1  0.011884
  -2   -9    2  0.012037
  -2   -9    3  0.012250
  -2   -9    4  0.012519
  -1    9   -3  0.003876
  -1    9   -2  0.003116
  -1    9   -2  0.003116
  -1    9   -2  0.003116
  -1    9   -1  0.002430
  -1    9   -1  0.002430
  -1    9   -1  0.002430
  -1    9   -1  0.002430
  -1    9    0  0.001898
  -1    9    0  0.001898
  -1    9    0  0.001898
  -1    9    0  0.001898
  -1    9    1  0.001675
  -1    9    1  0.001675
  -1    9    1  0.001675
  -1    9    1  0.001675
  -1    9    1  0.001675
  -1    8   -2  0.002766
  -1    8   -1  0.002003
  -1    8   -1  0.002003
  -1    8   -1  0.002003
  -1    8   -1  0.002003
  -1    8    0  0.001370
  -1    8    0  0.001370
  -1    8    0  0.001370
  -1    8    0  0.001370
  -1    8    0  0.001370
  -1    8    0  0.001370
  -1    8    1  0.001116
  -1    8    1  0.001116
  -1    8    1  0.001116
  -1    8    1  0.001116
  -1    8    1  0.001116
  -1    4    0  0.001179
  -1    4    0  0.001179
  -1    4    0  0.001179
  -1    4    1  0.001195
  -1    4    1  0.001195
  -1    4    1  0.001195
  -1    4    1  0.001195
  -1    4    2  0.001724
  -1    4    2  0.001724
  -1    4    2  0.001724
  -1    3    0  0.001698
  -1    3    0  0.001698
  -1    3    0  0.001698
  -1    3    1  0.001757
  -1    3    2  0.002190
  -1    3    3  0.002831
  -1    2   -1  0.002482
  -1    2    0  0.002242
  -1    2    1  0.002323
  -1    2    2  0.002697
  -1    2    3  0.003264
  -1    2    4  0.003942
  -1    2    5  0.004684
  -1    1   -1  0.002963
  -1    1    0  0.002796
  -1    1    1  0.002890
  -1    1    2  0.003225
  -1    1    3  0.003735
  -1    1    4  0.004359
  -1    1    5  0.005056
  -1    1    6  0.005799
  -1    0   -2  0.003790
  -1    0   -1  0.003472
  -1    0    0  0.003355
