# h  k  l  lp
   0   -2   11  0.023063
   0   -2   10  0.021151
   0   -2    9  0.019239
   0   -2    8  0.017328
   0   -2    7  0.015419
   0   -2    6  0.013510
   0   -2    5  0.011605
   0   -2    4  0.009703
   0   -2    3  0.007809
   0   -2    2  0.005929
   0   -2    1  0.004082
   0   -2    0  0.002348
   0   -2   -1  0.001308
   0   -3   16  0.033636
   0   -3   15  0.031724
   0   -3   14  0.029813
   0   -3   13  0.027902
   0   -3   12  0.025991
   0   -3   11  0.024081
   0   -3   10  0.022173
   0   -3    9  0.020265
   0   -3    8  0.018359
   0   -3    7  0.016456
   0   -3    6  0.014555
   0   -3    5  0.012659
   0   -3    4  0.010770
   0   -3    3  0.008893
   0   -3    2  0.007037
   0   -3    1  0.005224
   0   -3    0  0.003522
   0   -3   -1  0.002206
   0   -3   -2  0.002161
   0   -4   16  0.034652
   0   -4   15  0.032743
   0   -4   14  0.030834
   0   -4   13  0.028926
   0   -4   12  0.027019
   0   -4   11  0.025113
   0   -4   10  0.023209
   0   -4    9  0.021306
   0   -4    8  0.019406
   0   -4    7  0.017510
   0   -4    6  0.015618
   0   -4    5  0.013733
   0   -4    4  0.011857
   0   -4    3  0.009997
   0   -4    2  0.008164
   0   -4    1  0.006378
   0   -4    0  0.004697
   0   -4   -1  0.003283
   0   -4   -2  0.002616
   0   -4   -3  0.003202
   0   -5   16  0.035679
   0   -5   15  0.033772
   0   -5   14  0.031866
   0   -5   13  0.029962
   0   -5   12  0.028058
   0   -5   11  0.026157
   0   -5   10  0.024257
   0   -5    9  0.022361
   0   -5    8  0.020467
   0   -5    7  0.018578
   0   -5    6  0.016696
   0   -5    5  0.014822
   0   -5    4  0.012960
   0   -5    3  0.011116
   0   -5    2  0.009302
   0   -5    1  0.007538
   0   -5    0  0.005871
   0   -5   -1  0.004410
   0   -5   -2  0.003432
   0   -5   -3  0.003384
   0   -6   15  0.034810
   0   -6   14  0.032908
   0   -6   13  0.031007
   0   -6   12  0.029108
   0   -6   11  0.027211
   0   -6   10  0.025317
   0   -6    9  0.023426
   0   -6    8  0.021540
   0   -6    7  0.019659
   0   -6    6  0.017786
   0   -6    5  0.015923
   0   -6    4  0.014074
   0   -6    3  0.012245
   0   -6    2  0.010448
   0   -6    1  0.008702
   0   -6    0  0.007045
   0   -6   -1  0.005557
   0   -6   -2  0.004412
   0   -6   -3  0.003924
   0   -6   -4  0.004322
   0   -6   -4  0.004322
   0   -6   -4  0.004322
   0   -7   14  0.033958
   0   -7   13  0.032061
   0   -7   12  0.030166
   0   -7   11  0.028275
   0   -7   10  0.026386
   0   -7    9  0.024502
   0   -7    8  0.022622
   0   -7    7  0.020750
   0   -7    6  0.018886
   0   -7    5  0.017033
   0   -7    4  0.015196
   0   -7    3  0.013382
   0   -7    2  0.011600
   0   -7    1  0.009868
   0   -7    0  0.008219
   0   -7   -1  0.006713
   0   -7   -2  0.005469
   0   -7   -3  0.004702
   0   -7   -3  0.004702
   0   -7   -3  0.004702
   0   -7   -4  0.004652
   0   -7   -5  0.005341
   0   -8   14  0.035016
   0   -8   13  0.033123
   0   -8   12  0.031233
   0   -8   11  0.029346
   0   -8   10  0.027464
   0   -8    9  0.025585
   0   -8    8  0.023713
   0   -8    7  0.021849
   0   -8    6  0.019994
   0   -8    5  0.018152
   0   -8    4  0.016326
   0   -8    3  0.014524
   0   -8    2  0.012755
   0   -8    1  0.011036
   0   -8    0  0.009393
   0   -8   -1  0.007874
   0   -8   -2  0.006566
   0   -8   -3  0.005619
   0   -8   -4  0.005231
   0   -8   -4  0.005231
   0   -8   -4  0.005231
   0   -8   -5  0.005524
   0   -8   -6  0.006403
   0   -9   13  0.034192
   0   -9   12  0.032307
   0   -9   11  0.030426
   0   -9   10  0.028549
   0   -9    9  0.026677
   0   -9    8  0.024812
   0   -9    7  0.022955
   0   -9    6  0.021109
   0   -9    5  0.019277
   0   -9    4  0.017462
   0   -9    3  0.015671
   0   -9    2  0.013914
   0   -9    1  0.012205
   0   -9    0  0.010566
   0   -9   -1  0.009038
   0   -9   -2  0.007685
   0   -9   -3  0.006617
   0   -9   -4  0.005987
   0   -9   -5  0.005937
   0   -9   -6  0.006480
   0   -9   -7  0.007488
   0  -10   11  0.031511
   0  -10   10  0.029640
   0  -10    9  0.027775
   0  -10    8  0.025917
   0  -10    7  0.024068
   0  -10    6  0.022230
   0  -10    5  0.020407
   0  -10    4  0.018602
   0  -10    3  0.016822
   0  -10    2  0.015075
   0  -10    1  0.013374
   0  -10    0  0.011740
   0  -10   -1  0.010204
   0  -10   -2  0.008818
   0  -10   -3  0.007664
   0  -10   -4  0.006861
   0  -10   -4  0.006861
   0  -10   -4  0.006861
   0  -10   -5  0.006537
   0  -10   -5  0.006537
   0  -10   -5  0.006537
   0  -10   -6  0.006763
   0  -10   -6  0.006763
   0  -10   -6  0.006763
   0  -10   -7  0.007489
   0  -10   -8  0.008589
   0  -11   10  0.030738
   0  -11    9  0.028879
   0  -11    8  0.027028
   0  -11    7  0.025186
   0  -11    6  0.023356
   0  -11    5  0.021542
   0  -11    4  0.019746
   0  -11    3  0.017975
   0  -11    2  0.016237
   0  -11    1  0.014544
   0  -11    0  0.012913
   0  -11   -1  0.011371
   0  -11   -2  0.009960
   0  -11   -3  0.008744
   0  -11   -3  0.008744
   0  -11   -3  0.008744
   0  -11   -4  0.007813
   0  -11   -4  0.007813
   0  -11   -4  0.007813
   0  -11   -5  0.007278
   0  -11   -6  0.007227
   0  -11   -7  0.007670
   0  -11   -7  0.007670
   0  -11   -7  0.007670
   0  -11   -8  0.008531
   0  -12    8  0.028143
   0  -12    7  0.026309
   0  -12    6  0.024487
   0  -12    5  0.022680
   0  -12    4  0.020893
   0  -12    3  0.019131
   0  -12    2  0.017401
   0  -12    1  0.015714
   0  -12    0  0.014086
   0  -12   -1  0.012540
   0  -12   -2  0.011109
   0  -12   -3  0.009844
   0  -12   -4  0.008818
   0  -12   -5  0.008121
   0  -12   -6  0.007840
   0  -12   -6  0.007840
   0  -12   -6  0.007840
   0  -12   -7  0.008021
   0  -12   -8  0.008634
   0  -13    5  0.023822
   0  -13    4  0.022043
   0  -13    3  0.020288
   0  -13    2  0.018565
   0  -13    1  0.016884
   0  -13    0  0.015259
   0  -13   -1  0.013708
   0  -13   -2  0.012262
   0  -13   -3  0.010960
   0  -13   -4  0.009860
   0  -13   -5  0.009037
  -1   13    5  0.006229
  -1   13    4  0.007531
  -1   13    4  0.007531
  -1   13    4  0.007531
  -1   13    3  0.009054
  -1   13    2  0.010704
  -1   13    1  0.012430
  -1   13    0  0.014205
  -1   13   -1  0.016012
  -1   13   -2  0.017842
  -1   13   -3  0.019688
  -1   13   -4  0.021546
  -1   13   -5  0.023413
  -1   12    7  0.004483
  -1   12    7  0.004483
  -1   12    7  0.004483
  -1   12    6  0.004429
  -1   12    6  0.004429
  -1   12    6  0.004429
  -1   12    6  0.004429
  -1   12    5  0.005144
  -1   12    5  0.005144
  -1   12    5  0.005144
  -1   12    4  0.006375
  -1   12    3  0.007884
  -1   12    2  0.009540
  -1   12    1  0.011279
  -1   12    0  0.013067
  -1   12   -1  0.014887
  -1   12   -2  0.016728
  -1   12   -3  0.018584
  -1   12   -4  0.020451
  -1   12   -5  0.022326
  -1   12   -6  0.024208
  -1   12   -7  0.026094
  -1   12   -8  0.027984
  -1   11    7  0.004240
  -1   11    6  0.003708
  -1   11    6  0.003708
  -1   11    6  0.003708
  -1   11    5  0.004105
  -1   11    5  0.004105
  -1   11    5  0.004105
  -1   11    4  0.005224
  -1   11    4  0.005224
  -1   11    4  0.005224
  -1   11    3  0.006714
  -1   11    2  0.008378
  -1   11    1  0.010131
  -1   11    0  0.011935
  -1   11   -1  0.013768
  -1   11   -2  0.015622
  -1   11   -3  0.017488
  -1   11   -4  0.019365
  -1   11   -5  0.021248
  -1   11   -6  0.023136
  -1   11   -7  0.025029
  -1   11   -8  0.026925
  -1   11   -9  0.028823
  -1   11  -10  0.030723
  -1   10    6  0.003258
  -1   10    6  0.003258
  -1   10    5  0.003159
  -1   10    5  0.003159
  -1   10    5  0.003159
  -1   10    4  0.004084
  -1   10    4  0.004084
  -1   10    4  0.004084
  -1   10    4  0.004084
  -1   10    3  0.005542
  -1   10    2  0.007218
  -1   10    1  0.008989
  -1   10    0  0.010810
  -1   10   -1  0.012659
  -1   10   -2  0.014525
  -1   10   -3  0.016403
  -1   10   -4  0.018288
  -1   10   -5  0.020180
  -1   10   -6  0.022075
  -1   10   -7  0.023973
  -1   10   -8  0.025874
  -1   10   -9  0.027777
  -1   10  -10  0.029682
  -1   10  -11  0.031588
  -1    9    5  0.002417
  -1    9    5  0.002417
  -1    9    5  0.002417
  -1    9    5  0.002417
  -1    9    4  0.002967
  -1    9    4  0.002967
  -1    9    4  0.002967
  -1    9    3  0.004370
  -1    9    2  0.006061
  -1    9    1  0.007856
  -1    9    0  0.009697
  -1    9   -1  0.011562
  -1    9   -2  0.013442
  -1    9   -3  0.015330
  -1    9   -4  0.017225
  -1    9   -5  0.019123
  -1    9   -6  0.021025
  -1    9   -7  0.022929
  -1    9   -8  0.024835
  -1    9   -9  0.026742
  -1    9  -10  0.028650
  -1    9  -11  0.030559
  -1    9  -12  0.032469
  -1    8    4  0.001914
  -1    8    4  0.001914
  -1    8    4  0.001914
  -1    8    4  0.001914
  -1    8    3  0.003197
  -1    8    3  0.003197
  -1    8    3  0.003197
  -1    8    2  0.004911
  -1    8    2  0.004911
  -1    8    2  0.004911
  -1    8    1  0.006735
  -1    8    0  0.008598
  -1    8   -1  0.010481
  -1    8   -2  0.012374
  -1    8   -3  0.014273
  -1    8   -4  0.016175
  -1    8   -5  0.018081
  -1    8   -6  0.019988
  -1    8   -7  0.021897
  -1    8   -8  0.023807
  -1    8   -9  0.025718
  -1    8  -10  0.027630
  -1    8  -11  0.029541
  -1    8  -12  0.031454
  -1    8  -13  0.033366
  -1    7    4  0.001126
  -1    7    4  0.001126
  -1    7    4  0.001126
  -1    7    4  0.001126
  -1    7    3  0.002021
  -1    7    3  0.002021
  -1    7    3  0.002021
  -1    7    2  0.003774
  -1    7    2  0.003774
  -1    7    2  0.003774
  -1    7    1  0.005634
  -1    7    0  0.007522
  -1    7   -1  0.009421
  -1    7   -2  0.011326
  -1    7   -3  0.013234
  -1    7   -4  0.015144
  -1    7   -5  0.017055
  -1    7   -6  0.018968
  -1    7   -7  0.020880
  -1    7   -8  0.022794
  -1    7   -9  0.024707
  -1    7  -10  0.026621
  -1    7  -11  0.028535
  -1    7  -12  0.030449
  -1    7  -13  0.032364
  -1    7  -14  0.034278
  -1    6    2  0.002667
  -1    6    2  0.002667
  -1    6    2  0.002667
  -1    6    1  0.004569
  -1    6    0  0.006479
  -1    6   -1  0.008392
  -1    6   -2  0.010305
  -1    6   -3  0.012220
  -1    6   -4  0.014135
  -1    6   -5  0.016050
  -1    6   -6  0.017965
  -1    6   -7  0.019881
  -1    6   -8  0.021796
  -1    6   -9  0.023711
  -1    6  -10  0.025627
  -1    6  -11  0.027542
  -1    6  -12  0.029458
  -1    6  -13  0.031373
  -1    6  -14  0.033288
  -1    6  -15  0.035203
  -1    4    9  0.012754
  -1    4    8  0.010843
  -1    4    7  0.008934
  -1    4    6  0.007028
  -1    4    5  0.005129
  -1    4    4  0.003250
  -1    4    3  0.001471
  -1    4    3  0.001471
  -1    4    3  0.001471
  -1    4    3  0.001471
  -1    4    2  0.001052
  -1    4    2  0.001052
  -1    3   15  0.025239
  -1    3   14  0.023328
  -1    3   13  0.021417
  -1    3   12  0.019506
  -1    3   11  0.017597
  -1    3   10  0.015689
  -1    3    9  0.013783
  -1    3    8  0.011880
  -1    3    7  0.009981
  -1    3    6  0.008091
  -1    3    5  0.006217
  -1    3    4  0.004378
  -1    3    3  0.002651
  -1    3    2  0.001493
  -1    3    2  0.001493
  -1    3    2  0.001493
  -1    2   17  0.030078
  -1    2   16  0.028168
  -1    2   15  0.026259
  -1    2   14  0.024350
  -1    2   13  0.022443
  -1    2   12  0.020537
  -1    2   11  0.018633
  -1    2   10  0.016731
  -1    2    9  0.014833
  -1    2    8  0.012940
  -1    2    7  0.011054
  -1    2    6  0.009181
  -1    2    5  0.007331
  -1    2    4  0.005524
  -1    2    3  0.003826
  -1    2    2  0.002471
  -1    2    1  0.002216
  -1    1   17  0.031103
  -1    1   16  0.029196
  -1    1   15  0.027290
  -1    1   14  0.025386
  -1    1   13  0.023483
  -1    1   12  0.021582
  -1    1   11  0.019684
  -1    1   10  0.017790
  -1    1    9  0.015900
  -1    1    8  0.014018
  -1    1    7  0.012146
  -1    1    6  0.010290
  -1    1    5  0.008461
  -1    1    4  0.006680
  -1    1    3  0.005001
  -1    1    2  0.003569
  -1    1    1  0.002794
  -1    1    0  0.003196
  -1    0   17  0.032138
  -1    0   16  0.030235
  -1    0   15  0.028333
  -1    0   14  0.026433
  -1    0   13  0.024535
  -1    0   12  0.022640
  -1    0   11  0.020748
  -1    0   10  0.018862
  -1    0    9  0.016981
  -1    0    8  0.015110
  -1    0    7  0.013251
  -1    0    6  0.011411
  -1    0    5  0.009601
  -1    0    4  0.007841
  -1    0    3  0.006175
  -1    0    2  0.004704
  -1    0    1  0.003668
  -1    0    0  0.003483
  -1    0   -1  0.004260
  -1   -1   17  0.033182
  -1   -1   16  0.031283
  -1   -1   15  0.029385
  -1   -1   14  0.027490
  -1   -1   13  0.025597
  -1   -1   12  0.023708
  -1   -1   11  0.021824
  -1   -1   10  0.019945
  -1   -1    9  0.018074
  -1   -1    8  0.016214
  -1   -1    7  0.014368
  -1   -1    6  0.012543
  -1   -1    5  0.010749
  -1   -1    4  0.009006
  -1   -1    3  0.007350
  -1   -1    2  0.005854
  -1   -1    1  0.004676
  -1   -1    0  0.004099
  -1   -1   -1  0.004368
  -1   -2   17  0.034235
  -1   -2   16  0.032340
  -1   -2   15  0.030446
  -1   -2   14  0.028556
  -1   -2   13  0.026669
  -1   -2   12  0.024786
  -1   -2   11  0.022909
  -1   -2   10  0.021038
  -1   -2    9  0.019177
  -1   -2    8  0.017327
  -1   -2    7  0.015493
  -1   -2    6  0.013681
  -1   -2    5  0.011902
  -1   -2    4  0.010173
  -1   -2    3  0.008524
  -1   -2    2  0.007012
  -1   -2    1  0.005747
  -1   -2    0  0.004922
  -1   -2   -1  0.004771
  -1   -2   -2  0.005353
  -1   -3   16  0.033404
  -1   -3   15  0.031515
  -1   -3   14  0.029630
  -1   -3   13  0.027749
  -1   -3   12  0.025873
  -1   -3   11  0.024002
  -1   -3   10  0.022140
  -1   -3    9  0.020287
  -1   -3    8  0.018447
  -1   -3    7  0.016624
  -1   -3    6  0.014825
  -1   -3    5  0.013058
  -1   -3    4  0.011341
  -1   -3    3  0.009698
  -1   -3    2  0.008175
  -1   -3    1  0.006852
  -1   -3    0  0.005866
  -1   -3   -1  0.005405
  -1   -3   -2  0.005600
  -1   -3   -3  0.006392
  -1   -4   16  0.034475
  -1   -4   15  0.032592
  -1   -4   14  0.030712
  -1   -4   13  0.028836
  -1   -4   12  0.026966
  -1   -4   11  0.025103
  -1   -4   10  0.023248
  -1   -4    9  0.021404
  -1   -4    8  0.019574
  -1   -4    7  0.017761
  -1   -4    6  0.015973
  -1   -4    5  0.014218
  -1   -4    4  0.012510
  -1   -4    3  0.010872
  -1   -4    2  0.009340
  -1   -4    1  0.007976
  -1   -4    0  0.006881
  -1   -4   -1  0.006198
  -1   -4   -2  0.006068
  -1   -4   -3  0.006525
  -1   -4   -4  0.007462
  -1   -5   16  0.035553
  -1   -5   15  0.033674
  -1   -5   14  0.031799
  -1   -5   13  0.029930
  -1   -5   12  0.028066
  -1   -5   11  0.026210
  -1   -5   10  0.024363
  -1   -5    9  0.022527
  -1   -5    8  0.020706
  -1   -5    7  0.018903
  -1   -5    6  0.017125
  -1   -5    5  0.015380
  -1   -5    4  0.013680
  -1   -5    3  0.012046
  -1   -5    2  0.010508
  -1   -5    1  0.009114
  -1   -5    0  0.007940
  -1   -5   -1  0.007098
  -1   -5   -2  0.006712
  -1   -5   -3  0.006860
  -1   -5   -4  0.007512
  -1   -5   -5  0.008551
  -1   -6   15  0.034763
  -1   -6   14  0.032893
  -1   -6   13  0.031029
  -1   -6   12  0.029172
  -1   -6   11  0.027322
  -1   -6   10  0.025482
  -1   -6    9  0.023655
  -1   -6    8  0.021842
  -1   -6    7  0.020048
  -1   -6    6  0.018279
  -1   -6    5  0.016543
  -1   -6    4  0.014851
  -1   -6    3  0.013220
  -1   -6    2  0.011676
  -1   -6    1  0.010259
  -1   -6    0  0.009028
  -1   -6   -1  0.008068
  -1   -6   -2  0.007485
  -1   -6   -3  0.007369
  -1   -6   -4  0.007741
  -1   -6   -5  0.008538
  -1   -7   14  0.033992
  -1   -7   13  0.032134
  -1   -7   12  0.030282
  -1   -7   11  0.028439
  -1   -7   10  0.026607
  -1   -7    9  0.024786
  -1   -7    8  0.022982
  -1   -7    7  0.021196
  -1   -7    6  0.019436
  -1   -7    5  0.017708
  -1   -7    4  0.016022
  -1   -7    3  0.014394
  -1   -7    2  0.012846
  -1   -7    1  0.011410
  -1   -7    0  0.010134
  -1   -7   -1  0.009086
  -1   -7   -2  0.008352
  -1   -7   -3  0.008019
  -1   -7   -4  0.008135
  -1   -7   -5  0.008684
  -1   -7   -6  0.009590
  -1   -8   14  0.035096
  -1   -8   13  0.033243
  -1   -8   12  0.031398
  -1   -8   11  0.029561
  -1   -8   10  0.027735
  -1   -8    9  0.025922
  -1   -8    8  0.024125
  -1   -8    7  0.022347
  -1   -8    6  0.020594
  -1   -8    5  0.018873
  -1   -8    4  0.017193
  -1   -8    3  0.015568
  -1   -8    2  0.014016
  -1   -8    1  0.012565
  -1   -8    0  0.011255
  -1   -8   -1  0.010138
  -1   -8   -2  0.009287
  -1   -8   -3  0.008778
  -1   -8   -4  0.008672
  -1   -8   -5  0.008982
  -1   -8   -6  0.009670
  -1   -8   -7  0.010662
  -1   -9   13  0.034356
  -1   -9   12  0.032517
  -1   -9   11  0.030686
  -1   -9   10  0.028867
  -1   -9    9  0.027061
  -1   -9    8  0.025271
  -1   -9    7  0.023500
  -1   -9    6  0.021755
  -1   -9    5  0.020040
  -1   -9    4  0.018365
  -1   -9    3  0.016742
  -1   -9    2  0.015187
  -1   -9    1  0.013724
  -1   -9    0  0.012385
  -1   -9   -1  0.011214
  -1   -9   -2  0.010271
  -1   -9   -3  0.009620
  -1   -9   -4  0.009325
  -1   -9   -5  0.009418
  -1   -9   -6  0.009889
  -1   -9   -7  0.010688
  -1   -9   -8  0.011747
  -1  -10   11  0.031815
  -1  -10   10  0.030002
  -1  -10    9  0.028202
  -1  -10    8  0.026419
  -1  -10    7  0.024655
  -1  -10    6  0.022916
  -1  -10    5  0.021207
  -1  -10    4  0.019537
  -1  -10    3  0.017915
  -1  -10    2  0.016358
  -1  -10    1  0.014884
  -1  -10    0  0.013522
  -1  -10   -1  0.012308
  -1  -10   -2  0.011291
  -1  -10   -3  0.010526
  -1  -10   -4  0.010073
  -1  -10   -5  0.009974
  -1  -10   -6  0.010239
  -1  -10   -7  0.010841
  -1  -10   -8  0.011728
  -1  -10   -9  0.012842
  -1  -11   10  0.031139
  -1  -11    9  0.029346
  -1  -11    8  0.027569
  -1  -11    7  0.025812
  -1  -11    6  0.024078
  -1  -11    5  0.022375
  -1  -11    4  0.020708
  -1  -11    3  0.019089
  -1  -11    2  0.017529
  -1  -11    1  0.016047
  -1  -11    0  0.014665
  -1  -11   -1  0.013415
  -1  -11   -2  0.012338
  -1  -11   -3  0.011481
  -1  -11   -4  0.010897
  -1  -11   -5  0.010630
  -1  -11   -6  0.010706
  -1  -11   -7  0.011116
  -1  -11   -8  0.011826
  -1  -11   -9  0.012786
  -1  -12    8  0.028721
  -1  -12    7  0.026969
  -1  -12    6  0.025242
  -1  -12    5  0.023543
  -1  -12    4  0.021880
  -1  -12    3  0.020262
  -1  -12    2  0.018700
  -1  -12    1  0.017210
  -1  -12    0  0.015812
  -1  -12   -1  0.014532
  -1  -12   -2  0.013405
  -1  -12   -3  0.012472
  -1  -12   -4  0.011779
  -1  -12   -5  0.011370
  -1  -12   -6  0.011276
  -1  -12   -7  0.011504
  -1  -12   -8  0.012037
  -1  -13    5  0.024711
  -1  -13    4  0.023052
  -1  -13    3  0.021435
  -1  -13    2  0.019871
  -1  -13    1  0.018375
  -1  -13    0  0.016962
  -1  -13   -1  0.015657
  -1  -13   -2  0.014489
  -1  -13   -3  0.013492
  -1  -13   -4  0.012708
  -1  -13   -5  0.012177
  -2   13    4  0.006397
  -2   13    4  0.006397
  -2   13    4  0.006397
  -2   13    3  0.008278
  -2   13    2  0.010172
  -2   13    1  0.012073
  -2   13    0  0.013977
  -2   13   -1  0.015884
  -2   13   -2  0.017793
  -2   13   -3  0.019703
  -2   13   -4  0.021614
  -2   12    5  0.003407
  -2   12    5  0.003407
  -2   12    5  0.003407
  -2   12    5  0.003407
  -2   12    4  0.005305
  -2   12    4  0.005305
  -2   12    4  0.005305
  -2   12    3  0.007211
  -2   12    2  0.009122
  -2   12    1  0.011034
  -2   12    0  0.012947
  -2   12   -1  0.014860
  -2   12   -2  0.016774
  -2   12   -3  0.018689
  -2   12   -4  0.020603
  -2   12   -5  0.022518
  -2   12   -6  0.024433
  -2   12   -7  0.026347
  -2   11    5  0.002302
  -2   11    5  0.002302
  -2   11    5  0.002302
  -2   11    5  0.002302
  -2   11    5  0.002302
  -2   11    4  0.004253
  -2   11    4  0.004253
  -2   11    4  0.004253
  -2   11    4  0.004253
  -2   11    3  0.006181
  -2   11    3  0.006181
  -2   11    3  0.006181
  -2   11    2  0.008104
  -2   11    1  0.010023
  -2   11    0  0.011942
  -2   11   -1  0.013859
  -2   11   -2  0.015776
  -2   11   -3  0.017693
  -2   11   -4  0.019610
  -2   11   -5  0.021526
  -2   11   -6  0.023442
  -2   11   -7  0.025358
  -2   11   -8  0.027274
  -2   11   -9  0.029190
  -2   10    4  0.003281
  -2   10    3  0.005210
  -2    9   10  0.009187
  -2    9    9  0.007282
  -2    9    8  0.005383
  -2    9    7  0.003504
  -2    9    7  0.003504
  -2    9    7  0.003504
  -2    9    6  0.001705
  -2    9    6  0.001705
  -2    9    6  0.001705
  -2    9    6  0.001705
  -2    9    6  0.001705
  -2    9    6  0.001705
  -2    8   13  0.015949
  -2    8   12  0.014044
  -2    8   11  0.012143
  -2    8   10  0.010247
  -2    8    9  0.008360
  -2    8    8  0.006489
  -2    8    8  0.006489
  -2    8    8  0.006489
  -2    8    7  0.004653
  -2    8    7  0.004653
  -2    8    7  0.004653
  -2    8    6  0.002923
  -2    8    6  0.002923
  -2    8    6  0.002923
  -2    8    6  0.002923
  -2    8    5  0.001664
  -2    8    5  0.001664
  -2    8    5  0.001664
  -2    8    5  0.001664
  -2    8    5  0.001664
  -2    8    5  0.001664
  -2    8    4  0.002082
  -2    8    4  0.002082
  -2    8    4  0.002082
  -2    7   14  0.018898
  -2    7   13  0.016998
  -2    7   12  0.015102
  -2    7   11  0.013212
  -2    7   10  0.011329
  -2    7    9  0.009460
  -2    7    8  0.007613
  -2    7    7  0.005811
  -2    7    6  0.004113
  -2    7    6  0.004113
  -2    7    6  0.004113
  -2    7    5  0.002721
  -2    7    5  0.002721
  -2    7    5  0.002721
  -2    7    4  0.002287
  -2    7    4  0.002287
  -2    7    4  0.002287
  -2    7    4  0.002287
  -2    6   15  0.021851
  -2    6   14  0.019955
  -2    6   13  0.018063
  -2    6   12  0.016176
  -2    6   11  0.014296
  -2    6   10  0.012427
  -2    6    9  0.010575
  -2    6    8  0.008750
  -2    6    7  0.006974
  -2    6    6  0.005296
  -2    6    5  0.003846
  -2    6    4  0.002979
  -2    6    4  0.002979
  -2    6    4  0.002979
  -2    6    3  0.003209
  -2    6    3  0.003209
  -2    6    3  0.003209
  -2    5   15  0.022913
  -2    5   14  0.021024
  -2    5   13  0.019140
  -2    5   12  0.017262
  -2    5   11  0.015393
  -2    5   10  0.013538
  -2    5    9  0.011702
  -2    5    8  0.009895
  -2    5    7  0.008139
  -2    5    6  0.006474
  -2    5    5  0.004992
  -2    5    4  0.003907
  -2    5    3  0.003598
  -2    5    3  0.003598
  -2    5    3  0.003598
  -2    5    2  0.004240
  -2    4   16  0.025872
  -2    4   15  0.023985
  -2    4   14  0.022103
  -2    4   13  0.020227
  -2    4   12  0.018359
  -2    4   11  0.016501
  -2    4   10  0.014658
  -2    4    9  0.012836
  -2    4    8  0.011046
  -2    4    7  0.009306
  -2    4    6  0.007651
  -2    4    5  0.006148
  -2    4    4  0.004940
  -2    4    3  0.004284
  -2    4    2  0.004431
  -2    4    1  0.005317
  -2    3   16  0.026947
  -2    3   15  0.025067
  -2    3   14  0.023192
  -2    3   13  0.021323
  -2    3   12  0.019464
  -2    3   11  0.017617
  -2    3   10  0.015786
  -2    3    9  0.013977
  -2    3    8  0.012201
  -2    3    7  0.010475
  -2    3    6  0.008826
  -2    3    5  0.007309
  -2    3    4  0.006025
  -2    3    3  0.005148
  -2    3    2  0.004904
  -2    3    1  0.005380
  -2    2   16  0.028030
  -2    2   15  0.026156
  -2    2   14  0.024288
  -2    2   13  0.022427
  -2    2   12  0.020577
  -2    2   11  0.018740
  -2    2   10  0.016920
  -2    2    9  0.015123
  -2    2    8  0.013359
  -2    2    7  0.011644
  -2    2    6  0.010001
  -2    2    5  0.008474
  -2    2    4  0.007137
  -2    2    3  0.006116
  -2    2    2  0.005587
  -2    2    1  0.005690
  -2    2    0  0.006393
  -2    1   17  0.030993
  -2    1   16  0.029120
  -2    1   15  0.027252
  -2    1   14  0.025391
  -2    1   13  0.023538
  -2    1   12  0.021696
  -2    1   11  0.019868
  -2    1   10  0.018058
  -2    1    9  0.016272
  -2    1    8  0.014520
  -2    1    7  0.012814
  -2    1    6  0.011176
  -2    1    5  0.009641
  -2    1    4  0.008267
  -2    1    3  0.007146
  -2    1    2  0.006414
  -2    1    1  0.006209
  -2    1    0  0.006581
  -2    1   -1  0.007444
  -2    0   17  0.032084
  -2    0   16  0.030216
  -2    0   15  0.028354
  -2    0   14  0.026499
  -2    0   13  0.024654
  -2    0   12  0.022821
  -2    0   11  0.021002
  -2    0   10  0.019201
  -2    0    9  0.017425
  -2    0    8  0.015682
  -2    0    7  0.013984
  -2    0    6  0.012350
  -2    0    5  0.010809
  -2    0    4  0.009407
  -2    0    3  0.008215
  -2    0    2  0.007336
  -2    0    1  0.006892
  -2    0    0  0.006965
  -2    0   -1  0.007542
  -2    0   -2  0.008520
  -2   -1   17  0.033179
  -2   -1   16  0.031317
  -2   -1   15  0.029461
  -2   -1   14  0.027614
  -2   -1   13  0.025776
  -2   -1   12  0.023950
  -2   -1   11  0.022139
  -2   -1   10  0.020348
  -2   -1    9  0.018581
  -2   -1    8  0.016846
  -2   -1    7  0.015155
  -2   -1    6  0.013525
  -2   -1    5  0.011979
  -2   -1    4  0.010555
  -2   -1    3  0.009309
  -2   -1    2  0.008322
  -2   -1    1  0.007694
  -2   -1    0  0.007515
  -2   -1   -1  0.007817
  -2   -1   -2  0.008548
  -2   -1   -3  0.009612
  -2   -2   16  0.032423
  -2   -2   15  0.030574
  -2   -2   14  0.028732
  -2   -2   13  0.026902
  -2   -2   12  0.025083
  -2   -2   11  0.023280
  -2   -2   10  0.021497
  -2   -2    9  0.019738
  -2   -2    8  0.018011
  -2   -2    7  0.016327
  -2   -2    6  0.014699
  -2   -2    5  0.013149
  -2   -2    4  0.011708
  -2   -2    3  0.010420
  -2   -2    2  0.009351
  -2   -2    1  0.008582
  -2   -2    0  0.008197
  -2   -2   -1  0.008251
  -2   -2   -2  0.008736
  -2   -2   -3  0.009586
  -2   -3   16  0.033534
  -2   -3   15  0.031690
  -2   -3   14  0.029855
