# h  k  l  lp
   4   -4   -9  0.015552
   4   -4  -10  0.016949
   4   -4  -11  0.018440
   4   -4  -12  0.020003
   4   -4  -13  0.021623
   4   -4  -14  0.023288
   4   -4  -15  0.024988
   4   -5    0  0.012756
   4   -5   -1  0.011761
   4   -5   -2  0.011013
   4   -5   -3  0.010562
   4   -5   -4  0.010450
   4   -5   -5  0.010685
   4   -5   -6  0.011246
   4   -5   -7  0.012089
   4   -5   -8  0.013158
   4   -5   -9  0.014404
   4   -5  -10  0.015784
   4   -5  -11  0.017267
   4   -5  -12  0.018828
   4   -5  -13  0.020450
   4   -5  -14  0.022118
   4   -5  -15  0.023824
   4   -6   -1  0.011687
   4   -6   -2  0.010761
   4   -6   -3  0.010117
   4   -6   -4  0.009810
   4   -6   -5  0.009873
   4   -6   -6  0.010298
   4   -6   -7  0.011044
   4   -6   -8  0.012051
   4   -6   -9  0.013260
   4   -6  -10  0.014621
   4   -6  -11  0.016095
   4   -6  -12  0.017654
   4   -6  -13  0.019277
   4   -6  -14  0.020950
   4   -7   -2  0.010634
   4   -7   -3  0.009793
   4   -7   -4  0.009276
   4   -7   -5  0.009140
   4   -7   -6  0.009401
   4   -7   -7  0.010028
   4   -7   -8  0.010958
   4   -7   -9  0.012122
   4   -7  -10  0.013459
   4   -7  -11  0.014922
   4   -7  -12  0.016479
   4   -7  -13  0.018104
   4   -8   -2  0.010635
   4   -8   -3  0.009601
   4   -8   -4  0.008866
   4   -8   -5  0.008507
   4   -8   -6  0.008571
   4   -8   -7  0.009050
   4   -8   -8  0.009883
   4   -8   -9  0.010991
   4   -8  -10  0.012299
   4   -8  -11  0.013750
   4   -8  -12  0.015303
   4   -9   -3  0.009552
   4   -9   -4  0.008597
   4   -9   -5  0.007996
   4   -9   -6  0.007829
   4   -9   -7  0.008124
   4   -9   -8  0.008834
   4   -9   -8  0.008834
   4   -9   -8  0.008834
   4   -9   -9  0.009870
   4   -9  -10  0.011141
   4   -9  -11  0.012577
   4  -10   -4  0.008484
   4  -10   -5  0.007632
   4  -10   -6  0.007202
   4  -10   -6  0.007202
   4  -10   -6  0.007202
   4  -10   -7  0.007269
   4  -10   -8  0.007819
   4  -10   -9  0.008762
   4  -10  -10  0.009987
   4  -10  -10  0.009987
   4  -10  -10  0.009987
   4  -11   -5  0.007438
   4  -11   -6  0.006723
   4  -11   -6  0.006723
   4  -11   -6  0.006723
   4  -11   -7  0.006513
   4  -11   -7  0.006513
   4  -11   -7  0.006513
   4  -11   -8  0.006854
   4  -11   -8  0.006854
   4  -11   -8  0.006854
   3   13    2  0.020035
   3   13    1  0.020783
   3   13    0  0.021676
   3   13   -1  0.022695
   3   13   -2  0.023825
   3   12    6  0.018187
   3   12    5  0.018118
   3   12    4  0.018250
   3   12    3  0.018580
   3   12    2  0.019097
   3   12    1  0.019786
   3   12    0  0.020631
   3   12   -1  0.021613
   3   12   -2  0.022715
   3   12   -3  0.023919
   3   12   -4  0.025212
   3   12   -5  0.026579
   3   12   -6  0.028011
   3   12   -7  0.029498
   3   11    8  0.018610
   3   11    7  0.018038
   3   11    6  0.017657
   3   11    5  0.017478
   3   11    4  0.017509
   3   11    3  0.017747
   3   11    2  0.018185
   3   11    1  0.018809
   3   11    0  0.019601
   3   11   -1  0.020541
   3   11   -2  0.021611
   3   11   -3  0.022792
   3   11   -4  0.024067
   3   11   -5  0.025423
   3   11   -6  0.026847
   3   11   -7  0.028329
   3   11   -8  0.029861
   3   11   -9  0.031434
   3   10   10  0.020221
   3   10    9  0.019223
   3   10    8  0.018372
   3   10    7  0.017687
   3   10    6  0.017190
   3   10    5  0.016896
   3   10    4  0.016816
   3   10    3  0.016954
   3   10    2  0.017305
   3   10    1  0.017855
   3   10    0  0.018587
   3   10   -1  0.019480
   3   10   -2  0.020514
   3   10   -3  0.021668
   3   10   -4  0.022925
   3   10   -5  0.024267
   3   10   -6  0.025683
   3   10   -7  0.027160
   3   10   -8  0.028689
   3   10   -9  0.030261
   3   10  -10  0.031872
   3   10  -11  0.033514
   3    9    9  0.019163
   3    9    8  0.018206
   3    9    7  0.017408
   3    9    6  0.016791
   3    9    5  0.016376
   3    9    4  0.016179
   3    9    3  0.016207
   3    9    2  0.016460
   3    9    1  0.016927
   3    9    0  0.017592
   3    9   -1  0.018432
   3    9   -2  0.019426
   3    9   -3  0.020550
   3    9   -4  0.021785
   3    9   -5  0.023114
   3    9   -6  0.024520
   3    9   -7  0.025991
   3    9   -8  0.027517
   3    9   -9  0.029089
   3    9  -10  0.030700
   3    9  -11  0.032344
   3    9  -12  0.034016
   3    8    9  0.019174
   3    8    8  0.018115
   3    8    7  0.017204
   3    8    6  0.016466
   3    8    5  0.015926
   3    8    4  0.015604
   3    8    3  0.015513
   3    8    2  0.015658
   3    8    1  0.016032
   3    8    0  0.016620
   3    8   -1  0.017400
   3    8   -2  0.018348
   3    8   -3  0.019438
   3    8   -4  0.020650
   3    8   -5  0.021961
   3    8   -6  0.023357
   3    8   -7  0.024822
   3    8   -8  0.026344
   3    8   -9  0.027916
   3    8  -10  0.029527
   3    8  -11  0.031174
   3    8  -12  0.032849
   3    8  -13  0.034549
   3    7    8  0.018098
   3    7    7  0.017077
   3    7    6  0.016219
   3    7    5  0.015551
   3    7    4  0.015097
   3    7    3  0.014878
   3    7    2  0.014904
   3    7    1  0.015174
   3    7    0  0.015675
   3    7   -1  0.016386
   3    7   -2  0.017282
   3    7   -3  0.018334
   3    7   -4  0.019518
   3    7   -5  0.020811
   3    7   -6  0.022195
   3    7   -7  0.023653
   3    7   -8  0.025172
   3    7   -9  0.026742
   3    7  -10  0.028355
   3    7  -11  0.030003
   3    7  -12  0.031682
   3    7  -13  0.033385
   3    7  -14  0.035111
   3    6    7  0.017031
   3    6    6  0.016054
   3    6    5  0.015256
   3    6    4  0.014667
   3    6    3  0.014311
   3    6    2  0.014208
   3    6    1  0.014361
   3    6    0  0.014763
   3    6   -1  0.015395
   3    6   -2  0.016230
   3    6   -3  0.017238
   3    6   -4  0.018391
   3    6   -5  0.019664
   3    6   -6  0.021034
   3    6   -7  0.022484
   3    6   -8  0.024000
   3    6   -9  0.025569
   3    6  -10  0.027183
   3    6  -11  0.028833
   3    6  -12  0.030515
   3    6  -13  0.032222
   3    6  -14  0.033952
   3    6  -15  0.035701
   3    5    6  0.015974
   3    5    5  0.015048
   3    5    4  0.014320
   3    5    3  0.013821
   3    5    2  0.013576
   3    5    1  0.013600
   3    5    0  0.013890
   3    5   -1  0.014431
   3    5   -2  0.015196
   3    5   -3  0.016153
   3    5   -4  0.017271
   3    5   -5  0.018519
   3    5   -6  0.019875
   3    5   -7  0.021316
   3    5   -8  0.022827
   3    5   -9  0.024395
   3    5  -10  0.026010
   3    5  -11  0.027663
   3    5  -12  0.029348
   3    5  -13  0.031060
   3    5  -14  0.032794
   3    5  -15  0.034547
   3    4    6  0.015979
   3    4    5  0.014929
   3    4    4  0.014062
   3    4    3  0.013415
   3    4    2  0.013021
   3    4    1  0.012901
   3    4    0  0.013064
   3    4   -1  0.013501
   3    4   -2  0.014184
   3    4   -3  0.015082
   3    4   -4  0.016158
   3    4   -5  0.017379
   3    4   -6  0.018717
   3    4   -7  0.020148
   3    4   -8  0.021655
   3    4   -9  0.023222
   3    4  -10  0.024837
   3    4  -11  0.026493
   3    4  -12  0.028182
   3    4  -13  0.029898
   3    4  -14  0.031637
   3    4  -15  0.033395
   3    4  -16  0.035169
   3    3    5  0.014902
   3    3    4  0.013900
   3    3    3  0.013103
   3    3    2  0.012550
   3    3    1  0.012274
   3    3    0  0.012295
   3    3   -1  0.012610
   3    3   -2  0.013199
   3    3   -3  0.014026
   3    3   -4  0.015054
   3    3   -5  0.016243
   3    3   -6  0.017561
   3    3   -7  0.018981
   3    3   -8  0.020482
   3    3   -9  0.022048
   3    3  -10  0.023665
   3    3  -11  0.025324
   3    3  -12  0.027016
   3    3  -13  0.028737
   3    3  -14  0.030481
   3    3  -15  0.032244
   3    3  -16  0.034024
   3    2    4  0.013834
   3    2    3  0.012889
   3    2    2  0.012175
   3    2    1  0.011732
   3    2    0  0.011594
   3    2   -1  0.011770
   3    2   -2  0.012246
   3    2   -3  0.012991
   3    2   -4  0.013961
   3    2   -5  0.015112
   3    2   -6  0.016408
   3    2   -7  0.017815
   3    2   -8  0.019310
   3    2   -9  0.020874
   3    2  -10  0.022492
   3    2  -11  0.024154
   3    2  -12  0.025851
   3    2  -13  0.027577
   3    2  -14  0.029326
   3    2  -15  0.031095
   3    2  -16  0.032880
   3    1    4  0.013869
   3    1    3  0.012781
   3    1    2  0.011903
   3    1    1  0.011286
   3    1    0  0.010973
   3    1   -1  0.010990
   3    1   -2  0.011336
   3    1   -3  0.011981
   3    1   -4  0.012882
   3    1   -5  0.013989
   3    1   -6  0.015257
   3    1   -7  0.016650
   3    1   -8  0.018138
   3    1   -9  0.019700
   3    1  -10  0.021320
   3    1  -11  0.022985
   3    1  -12  0.024687
   3    1  -13  0.026418
   3    1  -14  0.028173
   3    1  -15  0.029947
   3    1  -16  0.031738
   3    0    3  0.012779
   3    0    2  0.011744
   3    0    1  0.010949
   3    0    0  0.010448
   3    0   -1  0.010286
   3    0   -2  0.010477
   3    0   -3  0.011004
   3    0   -4  0.011822
   3    0   -5  0.012875
   3    0   -6  0.014111
   3    0   -7  0.015486
   3    0   -8  0.016966
   3    0   -9  0.018526
   3    0  -10  0.020147
   3    0  -11  0.021817
   3    0  -12  0.023524
   3    0  -13  0.025260
   3    0  -14  0.027021
   3    0  -15  0.028802
   3    0  -16  0.030598
   3   -1    2  0.011701
   3   -1    1  0.010729
   3   -1    0  0.010034
   3   -1   -1  0.009673
   3   -1   -2  0.009686
   3   -1   -3  0.010069
   3   -1   -4  0.010785
   3   -1   -5  0.011772
   3   -1   -6  0.012969
   3   -1   -7  0.014323
   3   -1   -8  0.015794
   3   -1   -9  0.017352
   3   -1  -10  0.018975
   3   -1  -11  0.020649
   3   -1  -12  0.022361
   3   -1  -13  0.024104
   3   -1  -14  0.025872
   3   -1  -15  0.027659
   3   -1  -16  0.029462
   3   -2    1  0.010636
   3   -2    0  0.009744
   3   -2   -1  0.009171
   3   -2   -2  0.008978
   3   -2   -3  0.009190
   3   -2   -4  0.009779
   3   -2   -5  0.010685
   3   -2   -6  0.011834
   3   -2   -7  0.013163
   3   -2   -8  0.014622
   3   -2   -9  0.016178
   3   -2  -10  0.017803
   3   -2  -11  0.019481
   3   -2  -12  0.021200
   3   -2  -13  0.022950
   3   -2  -14  0.024724
   3   -2  -15  0.026518
   3   -2  -16  0.028328
   3   -3    0  0.009590
   3   -3   -1  0.008797
   3   -3   -2  0.008376
   3   -3   -3  0.008382
   3   -3   -4  0.008815
   3   -3   -5  0.009618
   3   -3   -6  0.010707
   3   -3   -7  0.012005
   3   -3   -8  0.013451
   3   -3   -9  0.015003
   3   -3  -10  0.016631
   3   -3  -11  0.018315
   3   -3  -12  0.020040
   3   -3  -13  0.021797
   3   -3  -14  0.023579
   3   -3  -15  0.025380
   3   -3  -16  0.027197
   3   -4    0  0.009578
   3   -4   -1  0.008569
   3   -4   -2  0.007903
   3   -4   -3  0.007670
   3   -4   -4  0.007908
   3   -4   -5  0.008579
   3   -4   -6  0.009591
   3   -4   -7  0.010851
   3   -4   -8  0.012281
   3   -4   -9  0.013829
   3   -4  -10  0.015460
   3   -4  -11  0.017149
   3   -4  -12  0.018882
   3   -4  -13  0.020647
   3   -4  -14  0.022437
   3   -4  -15  0.024246
   3   -4  -16  0.026070
   3   -5   -1  0.008499
   3   -5   -2  0.007584
   3   -5   -3  0.007082
   3   -5   -4  0.007080
   3   -5   -5  0.007579
   3   -5   -6  0.008492
   3   -5   -7  0.009701
   3   -5   -8  0.011111
   3   -5   -9  0.012655
   3   -5  -10  0.014288
   3   -5  -11  0.015985
   3   -5  -12  0.017726
   3   -5  -13  0.019500
   3   -5  -14  0.021299
   3   -5  -15  0.023116
   3   -6   -2  0.007439
   3   -6   -3  0.006651
   3   -6   -4  0.006362
   3   -6   -5  0.006637
   3   -6   -6  0.007414
   3   -6   -7  0.008558
   3   -6   -8  0.009942
   3   -6   -9  0.011480
   3   -6  -10  0.013118
   3   -6  -11  0.014822
   3   -6  -12  0.016573
   3   -6  -13  0.018356
   3   -6  -14  0.020164
   3   -6  -15  0.021990
   3   -7   -3  0.006408
   3   -7   -4  0.005794
   3   -7   -5  0.005780
   3   -7   -6  0.006371
   3   -7   -7  0.007424
   3   -7   -8  0.008774
   3   -7   -9  0.010305
   3   -7  -10  0.011947
   3   -7  -11  0.013661
   3   -7  -12  0.015422
   3   -7  -13  0.017216
   3   -7  -14  0.019034
   3   -8   -4  0.005424
   3   -8   -4  0.005424
   3   -8   -4  0.005424
   3   -8   -5  0.005052
   3   -8   -5  0.005052
   3   -8   -5  0.005052
   3   -8   -6  0.005382
   3   -8   -7  0.006305
   3   -8   -8  0.007608
   3   -8   -9  0.009129
   3   -8  -10  0.010777
   3   -8  -11  0.012502
   3   -8  -12  0.014275
   3   -8  -13  0.016081
   3   -9   -4  0.005293
   3   -9   -5  0.004515
   3   -9   -5  0.004515
   3   -9   -5  0.004515
   3   -9   -6  0.004482
   3   -9   -6  0.004482
   3   -9   -6  0.004482
   3   -9   -7  0.005209
   3   -9   -7  0.005209
   3   -9   -7  0.005209
   3   -9   -8  0.006444
   3   -9   -9  0.007953
   3   -9  -10  0.009608
   3   -9  -11  0.011345
   3   -9  -12  0.013132
   3  -10   -5  0.004242
   3  -10   -5  0.004242
   3  -10   -6  0.003737
   3  -10   -6  0.003737
   3  -10   -6  0.003737
   3  -10   -6  0.003737
   3  -10   -7  0.004156
   3  -10   -7  0.004156
   3  -10   -7  0.004156
   3  -10   -8  0.005284
   3  -10   -8  0.005284
   3  -10   -8  0.005284
   3  -10   -9  0.006775
   3  -10   -9  0.006775
   3  -10   -9  0.006775
   3  -10  -10  0.008440
   3  -10  -11  0.010193
   3  -11   -6  0.003253
   3  -11   -6  0.003253
   3  -11   -6  0.003253
   3  -11   -7  0.003186
   3  -11   -7  0.003186
   3  -11   -7  0.003186
   3  -11   -7  0.003186
   3  -11   -7  0.003186
   3  -11   -8  0.004130
   3  -11   -8  0.004130
   3  -11   -8  0.004130
   3  -11   -9  0.005595
   3  -11   -9  0.005595
   3  -11   -9  0.005595
   3  -12   -7  0.002403
   3  -12   -7  0.002403
   3  -12   -7  0.002403
   3  -12   -7  0.002403
   3  -12   -7  0.002403
   2   13    4  0.015797
   2   13    3  0.016364
   2   13    2  0.017127
   2   13    1  0.018062
   2   13    0  0.019143
   2   13   -1  0.020348
   2   13   -2  0.021655
   2   13   -3  0.023048
   2   13   -4  0.024511
   2   12    7  0.014972
   2   12    6  0.014718
   2   12    5  0.014712
   2   12    4  0.014953
   2   12    3  0.015430
   2   12    2  0.016122
   2   12    1  0.017002
   2   12    0  0.018043
   2   12   -1  0.019220
   2   12   -2  0.020508
   2   12   -3  0.021888
   2   12   -4  0.023343
   2   12   -5  0.024862
   2   12   -6  0.026431
   2   12   -7  0.028044
   2   12   -8  0.029693
   2   11    9  0.016022
   2   11    8  0.015191
   2   11    7  0.014566
   2   11    6  0.014174
   2   11    5  0.014035
   2   11    4  0.014156
   2   11    3  0.014530
   2   11    2  0.015140
   2   11    1  0.015957
   2   11    0  0.016952
   2   11   -1  0.018096
   2   11   -2  0.019363
   2   11   -3  0.020729
   2   11   -4  0.022176
   2   11   -5  0.023691
   2   11   -6  0.025259
   2   11   -7  0.026873
   2   11   -8  0.028524
   2   11   -9  0.030206
   2   11  -10  0.031914
   2   10    9  0.015967
   2   10    8  0.015008
   2   10    7  0.014245
   2   10    6  0.013708
   2   10    5  0.013425
   2   10    4  0.013413
   2   10    3  0.013671
   2   10    2  0.014186
   2   10    1  0.014931
   2   10    0  0.015873
   2   10   -1  0.016979
   2   10   -2  0.018221
   2   10   -3  0.019571
   2   10   -4  0.021010
   2   10   -5  0.022519
   2   10   -6  0.024087
   2   10   -7  0.025701
   2   10   -8  0.027355
   2   10   -9  0.029040
   2   10  -10  0.030753
   2   10  -11  0.032488
   2    9    8  0.014916
   2    9    7  0.014014
   2    9    6  0.013328
   2    9    5  0.012893
   2    9    4  0.012734
   2    9    3  0.012861
   2    9    2  0.013267
   2    9    1  0.013927
   2    9    0  0.014807
   2    9   -1  0.015870
   2    9   -2  0.017083
   2    9   -3  0.018415
   2    9   -4  0.019843
   2    9   -5  0.021348
   2    9   -6  0.022914
   2    9   -7  0.024530
   2    9   -8  0.026186
   2    9   -9  0.027875
   2    9  -10  0.029592
   2    9  -11  0.031332
   2    9  -12  0.033091
   2    8    8  0.014914
   2    8    7  0.013878
   2    8    6  0.013043
   2    8    5  0.012448
   2    8    4  0.012130
   2    8    3  0.012111
   2    8    2  0.012391
   2    8    1  0.012951
   2    8    0  0.013758
   2    8   -1  0.014770
   2    8   -2  0.015949
   2    8   -3  0.017261
   2    8   -4  0.018677
   2    8   -5  0.020176
   2    8   -6  0.021741
   2    8   -7  0.023358
   2    8   -8  0.025017
   2    8   -9  0.026710
   2    8  -10  0.028432
   2    8  -11  0.030177
   2    8  -12  0.031941
   2    8  -13  0.033722
   2    7    7  0.013841
   2    7    6  0.012858
   2    7    5  0.012101
   2    7    4  0.011614
   2    7    3  0.011431
   2    7    2  0.011567
   2    7    1  0.012010
   2    7    0  0.012730
   2    7   -1  0.013682
   2    7   -2  0.014822
   2    7   -3  0.016109
   2    7   -4  0.017512
   2    7   -5  0.019005
   2    7   -6  0.020568
   2    7   -7  0.022186
   2    7   -8  0.023848
   2    7   -9  0.025546
   2    7  -10  0.027273
   2    7  -11  0.029023
   2    7  -12  0.030793
   2    7  -13  0.032580
   2    7  -14  0.034380
   2    6    6  0.012779
   2    6    5  0.011860
   2    6    4  0.011197
   2    6    3  0.010836
   2    6    2  0.010807
   2    6    1  0.011114
   2    6    0  0.011729
   2    6   -1  0.012609
   2    6   -2  0.013702
   2    6   -3  0.014961
   2    6   -4  0.016348
   2    6   -5  0.017833
   2    6   -6  0.019394
   2    6   -7  0.021014
   2    6   -8  0.022680
   2    6   -9  0.024383
   2    6  -10  0.026115
   2    6  -11  0.027871
   2    6  -12  0.029647
   2    6  -13  0.031439
   2    6  -14  0.033245
   2    6  -15  0.035062
   2    5    5  0.011732
   2    5    4  0.010890
   2    5    3  0.010339
   2    5    2  0.010126
   2    5    1  0.010273
   2    5    0  0.010764
   2    5   -1  0.011555
   2    5   -2  0.012591
   2    5   -3  0.013816
   2    5   -4  0.015185
   2    5   -5  0.016662
   2    5   -6  0.018221
   2    5   -7  0.019842
   2    5   -8  0.021512
   2    5   -9  0.023220
   2    5  -10  0.024958
   2    5  -11  0.026720
   2    5  -12  0.028502
   2    5  -13  0.030300
   2    5  -14  0.032112
   2    5  -15  0.033935
   2    4    5  0.011720
   2    4    4  0.010704
   2    4    3  0.009957
   2    4    2  0.009542
   2    4    1  0.009502
   2    4    0  0.009843
   2    4   -1  0.010527
   2    4   -2  0.011493
   2    4   -3  0.012677
   2    4   -4  0.014023
   2    4   -5  0.015490
   2    4   -6  0.017047
   2    4   -7  0.018670
   2    4   -8  0.020344
   2    4   -9  0.022058
   2    4  -10  0.023802
   2    4  -11  0.025571
   2    4  -12  0.027360
   2    4  -13  0.029165
   2    4  -14  0.030983
   2    4  -15  0.032812
   2    4  -16  0.034650
   2    3    4  0.010645
   2    3    3  0.009702
   2    3    2  0.009072
   2    3    1  0.008821
   2    3    0  0.008981
   2    3   -1  0.009532
   2    3   -2  0.010411
   2    3   -3  0.011544
   2    3   -4  0.012864
   2    3   -5  0.014319
   2    3   -6  0.015873
   2    3   -7  0.017498
   2    3   -8  0.019178
   2    3   -9  0.020898
   2    3  -10  0.022649
   2    3  -11  0.024425
   2    3  -12  0.026221
   2    3  -13  0.028032
   2    3  -14  0.029856
   2    3  -15  0.031692
   2    3  -16  0.033536
   2    2    3  0.009585
   2    2    2  0.008735
   2    2    1  0.008251
   2    2    0  0.008197
   2    2   -1  0.008582
   2    2   -2  0.009351
   2    2   -3  0.010420
   2    2   -4  0.011708
   2    2   -5  0.013149
   2    2   -6  0.014699
   2    2   -7  0.016327
   2    2   -8  0.018012
   2    2   -9  0.019739
   2    2  -10  0.021497
   2    2  -11  0.023281
   2    2  -12  0.025084
   2    2  -13  0.026903
   2    2  -14  0.028734
   2    2  -15  0.030575
   2    2  -16  0.032425
   2    1    2  0.008548
   2    1    1  0.007817
   2    1    0  0.007515
   2    1   -1  0.007694
   2    1   -2  0.008322
   2    1   -3  0.009309
   2    1   -4  0.010555
   2    1   -5  0.011979
   2    1   -6  0.013525
   2    1   -7  0.015156
   2    1   -8  0.016847
   2    1   -9  0.018581
   2    1  -10  0.020349
   2    1  -11  0.022140
   2    1  -12  0.023951
   2    1  -13  0.025777
   2    1  -14  0.027616
   2    1  -15  0.029463
   2    1  -16  0.031319
   2    1  -17  0.033182
   2    0    2  0.008520
   2    0    1  0.007542
   2    0    0  0.006965
   2    0   -1  0.006892
   2    0   -2  0.007336
   2    0   -3  0.008215
   2    0   -4  0.009407
   2    0   -5  0.010810
   2    0   -6  0.012351
   2    0   -7  0.013985
   2    0   -8  0.015683
   2    0   -9  0.017426
   2    0  -10  0.019203
   2    0  -11  0.021003
   2    0  -12  0.022823
   2    0  -13  0.024656
   2    0  -14  0.026502
   2    0  -15  0.028356
   2    0  -16  0.030219
   2    0  -17  0.032087
   2   -1    1  0.007444
   2   -1    0  0.006582
   2   -1   -1  0.006210
   2   -1   -2  0.006414
   2   -1   -3  0.007147
   2   -1   -4  0.008267
   2   -1   -5  0.009642
   2   -1   -6  0.011177
   2   -1   -7  0.012815
   2   -1   -8  0.014521
   2   -1   -9  0.016274
   2   -1  -10  0.018060
   2   -1  -11  0.019870
   2   -1  -12  0.021698
   2   -1  -13  0.023541
   2   -1  -14  0.025394
   2   -1  -15  0.027255
   2   -1  -16  0.029123
   2   -1  -17  0.030997
   2   -2    0  0.006393
   2   -2   -1  0.005690
   2   -2   -2  0.005588
   2   -2   -3  0.006117
   2   -2   -4  0.007138
   2   -2   -5  0.008475
   2   -2   -6  0.010003
   2   -2   -7  0.011645
   2   -2   -8  0.013361
   2   -2   -9  0.015125
   2   -2  -10  0.016922
   2   -2  -11  0.018742
   2   -2  -12  0.020580
   2   -2  -13  0.022431
   2   -2  -14  0.024291
   2   -2  -15  0.026160
   2   -2  -16  0.028035
   2   -3   -1  0.005381
   2   -3   -2  0.004906
   2   -3   -3  0.005150
   2   -3   -4  0.006026
   2   -3   -5  0.007312
   2   -3   -6  0.008828
   2   -3   -7  0.010477
   2   -3   -8  0.012204
   2   -3   -9  0.013980
   2   -3  -10  0.015789
   2   -3  -11  0.017620
   2   -3  -12  0.019468
   2   -3  -13  0.021327
   2   -3  -14  0.023196
   2   -3  -15  0.025072
   2   -3  -16  0.026953
   2   -4   -1  0.005319
   2   -4   -2  0.004434
   2   -4   -3  0.004287
   2   -4   -4  0.004944
   2   -4   -5  0.006152
   2   -4   -6  0.007654
   2   -4   -7  0.009310
   2   -4   -8  0.011050
   2   -4   -9  0.012840
   2   -4  -10  0.014662
   2   -4  -11  0.016505
   2   -4  -12  0.018363
   2   -4  -13  0.020232
   2   -4  -14  0.022109
   2   -4  -15  0.023991
   2   -4  -16  0.025879
   2   -5   -2  0.004244
   2   -5   -3  0.003605
   2   -5   -4  0.003914
   2   -5   -5  0.004998
   2   -5   -6  0.006480
   2   -5   -7  0.008145
   2   -5   -8  0.009901
   2   -5   -9  0.011707
   2   -5  -10  0.013544
   2   -5  -11  0.015399
   2   -5  -12  0.017268
   2   -5  -13  0.019146
   2   -5  -14  0.021031
   2   -5  -15  0.022920
   2   -6   -3  0.003219
   2   -6   -3  0.003219
   2   -6   -3  0.003219
   2   -6   -4  0.002991
   2   -6   -4  0.002991
   2   -6   -4  0.002991
   2   -6   -5  0.003857
   2   -6   -6  0.005305
   2   -6   -7  0.006983
   2   -6   -8  0.008758
   2   -6   -9  0.010583
   2   -6  -10  0.012435
   2   -6  -11  0.014304
   2   -6  -12  0.016184
   2   -6  -13  0.018071
   2   -6  -14  0.019963
   2   -6  -15  0.021860
   2   -7   -4  0.002310
   2   -7   -4  0.002310
   2   -7   -4  0.002310
   2   -7   -4  0.002310
   2   -7   -5  0.002743
   2   -7   -5  0.002743
   2   -7   -5  0.002743
   2   -7   -6  0.004130
   2   -7   -6  0.004130
   2   -7   -6  0.004130
   2   -7   -7  0.005825
   2   -7   -8  0.007625
   2   -7   -9  0.009471
   2   -7  -10  0.011340
   2   -7  -11  0.013222
   2   -7  -12  0.015112
   2   -7  -13  0.017008
   2   -7  -14  0.018908
   2   -8   -5  0.001711
   2   -8   -5  0.001711
   2   -8   -5  0.001711
   2   -8   -5  0.001711
   2   -8   -5  0.001711
   2   -8   -6  0.002953
   2   -8   -6  0.002953
   2   -8   -6  0.002953
   2   -8   -7  0.004675
   2   -8   -7  0.004675
   2   -8   -7  0.004675
   2   -8   -8  0.006506
   2   -8   -9  0.008375
   2   -8  -10  0.010261
   2   -8  -11  0.012157
   2   -8  -12  0.014057
   2   -8  -13  0.015962
   2   -9   -6  0.001771
   2   -9   -6  0.001771
   2   -9   -6  0.001771
   2   -9   -6  0.001771
   2   -9   -6  0.001771
   2   -9   -6  0.001771
   2   -9   -7  0.003540
   2   -9   -7  0.003540
   2   -9   -7  0.003540
   2   -9   -8  0.005410
   2   -9   -9  0.007303
   2   -9   -9  0.007303
   2   -9   -9  0.007303
   2   -9  -10  0.009206
   2   -9  -11  0.011113
   2   -9  -12  0.013022
   2  -10   -7  0.002440
   2  -10   -7  0.002440
   2  -10   -7  0.002440
   2  -10   -7  0.002440
   2  -10   -7  0.002440
   2  -10   -8  0.004353
   2  -10   -8  0.004353
   2  -10   -8  0.004353
   2  -10   -9  0.006268
   2  -10  -10  0.008182
   2  -10  -11  0.010098
   2  -12    3  0.018698
   2  -12    2  0.016784
   2  -12    1  0.014872
   2  -12    0  0.012960
   2  -12   -1  0.011050
   2  -12   -2  0.009142
   2  -12   -3  0.007238
   2  -12   -4  0.005343
   2  -12   -5  0.003470
   2  -12   -5  0.003470
   2  -12   -5  0.003470
   2  -12   -5  0.003470
   2  -13    4  0.021624
   2  -13    3  0.019714
   2  -13    2  0.017805
   2  -13    1  0.015898
   2  -13    0  0.013993
   2  -13   -1  0.012091
   2  -13   -2  0.010195
   2  -13   -3  0.008307
   2  -13   -4  0.006436
   2  -13   -4  0.006436
   2  -13   -4  0.006436
   1   13    5  0.012157
   1   13    4  0.012690
   1   13    3  0.013476
   1   13    2  0.014474
   1   13    1  0.015645
   1   13    0  0.016951
   1   13   -1  0.018364
   1   13   -2  0.019862
   1   13   -3  0.021426
   1   13   -4  0.023044
   1   13   -5  0.024704
   1   12    8  0.012017
   1   12    7  0.011485
   1   12    6  0.011257
   1   12    5  0.011352
   1   12    4  0.011763
   1   12    3  0.012458
   1   12    2  0.013393
   1   12    1  0.014521
   1   12    0  0.015802
   1   12   -1  0.017201
   1   12   -2  0.018692
   1   12   -3  0.020255
   1   12   -4  0.021873
   1   12   -5  0.023537
   1   12   -6  0.025236
   1   12   -7  0.026964
   1   12   -8  0.028716
   1   11    9  0.012769
   1   11    8  0.011809
   1   11    7  0.011099
   1   11    6  0.010690
   1   11    5  0.010616
   1   11    4  0.010883
   1   11    3  0.011469
   1   11    2  0.012327
   1   11    1  0.013406
   1   11    0  0.014657
   1   11   -1  0.016039
   1   11   -2  0.017523
   1   11   -3  0.019083
   1   11   -4  0.020703
   1   11   -5  0.022370
   1   11   -6  0.024074
   1   11   -7  0.025807
   1   11   -8  0.027565
   1   11   -9  0.029342
   1   11  -10  0.031136
   1   10    8  0.011714
   1   10    7  0.010827
