Intensity,HKL,G-vector Length
5.9547503e-05,-10 -4 5,1.5028452713760867
8.891428e-05,-10 -2 6,1.4734727450852412
0.00019448891,-10 -1 6,1.4616820202551983
0.00011249002,-10 1 7,1.484107538271443
0.0012021055,-10 3 8,1.5414174064077273
0.0017361072,-9 -7 3,1.4843855874897822
0.00010627653,-9 -5 4,1.3966493829625317
0.02881862,-9 -3 5,1.3435735946786291
0.002092321,-9 -2 5,1.3219328064649294
0.00025421675,-9 0 6,1.3249715793938786
0.00014329779,-9 2 7,1.367817460921073
0.0018981299,-9 5 8,1.4823887487026788
4.7737736e-05,-8 -8 2,1.4234351019079676
5.4893266e-05,-8 -6 3,1.3097247422655043
0.0018870749,-8 -5 3,1.2603443682009718
0.029373134,-8 -3 4,1.196311904822415
0.0003488894,-8 -1 5,1.1752395498746453
0.0005040772,-8 1 6,1.19939376535193
0.00021410348,-8 4 7,1.2976916534691796
0.00022086303,-8 6 8,1.4149824900224468
0.0008282335,-7 -11 0,1.5484624314950015
0.000526134,-7 -9 1,1.3862172335823744
0.008093452,-7 -8 1,1.3135676343824516
0.00020400094,-7 -6 2,1.1844007273856687
0.0007686633,-7 -4 3,1.0897163918984096
0.004223964,-7 -2 4,1.0389851420103526
0.0030641046,-7 1 5,1.0442087624945031
0.00341387,-7 3 6,1.1149863967903446
0.009750316,-7 8 8,1.4296523121177591
0.0015392125,-6 -11 -1,1.4691774418809507
0.00027059994,-6 -9 0,1.2924698891800566
0.00069040473,-6 -7 1,1.135696285081605
0.00028870566,-6 -5 2,1.0081990221503914
0.013475126,-6 0 4,0.8833143862625858
0.0012565064,-6 2 5,0.9354408131528807
0.00801633,-6 7 7,1.2396166727030944
0.0012642597,-5 -12 -2,1.494718089753401
0.016137755,-5 -10 -1,1.2992923886168843
0.00032691282,-5 -8 0,1.1177973131141796
0.026206281,-5 -3 2,0.7831502837405615
0.02313272,-5 -1 3,0.7367363725426206
0.043650568,-5 4 5,0.8969141318782012
0.013082892,-5 6 6,1.0497890594228874
0.0017514456,-5 9 7,1.3050425150566134
0.0010942703,-4 -13 -3,1.5435497375468406
0.0049766027,-4 -6 0,0.8616465927867043
0.016978912,-4 -4 1,0.7117175509539838
0.003294302,-4 -2 2,0.6148011651068442
0.008930155,-4 3 4,0.7074912450112234
0.0078787375,-4 8 6,1.1225478964058613
0.017869515,-3 -9 -2,1.0805441947428582
0.0041220463,-3 -7 -1,0.8754048686397369
0.0016138261,-3 -5 0,0.6873304809839402
0.10494824,-3 0 2,0.4416571931312929
0.4276248,-3 7 5,0.9432684695704724
0.00072230655,-2 -12 -4,1.3743169520593086
0.0012010682,-2 -10 -3,1.1498503892828464
0.067594096,-2 -1 1,0.3074005825534221
0.0018989125,-1 -4 -1,0.46446106660193726
0.0029469316,0 -11 -5,1.2585462301650354
0.089637645,0 -9 -4,1.0270322544287986
0.12225423,1 -3 -2,0.3847274502771675
0.0009082697,1 4 1,0.46446106660193726
0.0139637515,1 9 3,1.015934440510106
0.060843337,2 1 -1,0.3074005825534221
0.002916227,2 6 1,0.714820481088753
0.00028696272,2 11 3,1.2507789776857559
0.40441608,3 -2 -3,0.5189379306939301
0.00084042904,3 5 0,0.6873304809839402
0.00556515,3 10 2,1.177621260313142
0.00018855788,3 13 3,1.4933048112945675
0.093910284,4 -7 -6,1.0426143238842318
0.20776558,4 -5 -5,0.8603071868031523
0.0014138978,4 2 -2,0.6148011651068442
0.0004798882,4 7 0,0.9446817518470605
0.010464767,4 12 2,1.429640962177506
0.021709505,5 -3 -5,0.8506982135007238
0.002361204,5 -1 -4,0.7612937521991053
0.042612255,5 4 -2,0.833118127157062
0.0016774593,5 6 -1,0.958181889882389
0.0043120068,5 9 0,1.2023352191734566
0.0032478638,5 11 1,1.3894067490755937
0.002971497,6 -8 -8,1.342927629303949
0.05345978,6 -6 -7,1.1775630221762488
0.056896746,6 -4 -6,1.0378758613878603
0.05552931,6 1 -4,0.8898193284684769
0.0035433783,6 3 -3,0.9222017476602664
0.005556573,6 6 -2,1.0692881275818433
0.02935449,6 8 -1,1.209491273498934
0.00010052994,6 11 0,1.4601309157283717
0.001327252,7 -9 -9,1.5315522563510324
0.0044592065,7 -4 -7,1.1830065637145073
0.007527221,7 -2 -6,1.0888073671811886
0.009941983,7 0 -5,1.0386674225517298
0.00023684007,7 3 -4,1.066383909435821
0.0059300913,7 5 -3,1.1363615573209422
0.0016712304,7 7 -2,1.2461107954014063
0.00010345438,7 8 -2,1.3137177514923495
0.008988354,7 10 -1,1.463151288162094
0.008050723,8 -7 -9,1.5015349118573387
0.0012293931,8 -5 -8,1.3693994852976665
0.00035944488,8 -3 -7,1.2661889226913965
0.002124073,8 0 -6,1.1945721438294579
0.00068096665,8 2 -5,1.1898724550292024
0.00042113216,8 4 -4,1.2296023302136885
0.010027782,8 7 -3,1.365783679553589
0.00043534875,8 9 -2,1.4907397175146577
8.280121e-05,9 -5 -9,1.5155024955201324
0.001256709,9 -3 -8,1.418753323631888
0.0010397959,9 -1 -7,1.3551035943835095
0.0025201812,9 1 -6,1.3293163989477754
0.0016096508,9 2 -6,1.342270343711511
0.0029994252,9 4 -5,1.3732985285847448
5.0360897e-05,9 6 -4,1.4413672677095277
0.0048645823,9 8 -3,1.5415777408361964
0.00013238609,10 -2 -8,1.5225875043982107
0.0019309474,10 -1 -8,1.511176025851516
0.014328803,10 1 -7,1.484103453228464
0.010350411,10 3 -6,1.4929181884707277
0.0018282331,10 5 -5,1.5370029127671108
