Intensity,HKL,G-vector Length
5.1780968e-05,-10 -5 -1,1.5400791131407272
2.197705e-05,-10 -3 0,1.4656384451504119
0.0023352667,-10 -2 1,1.437460277081964
0.00016136988,-10 0 2,1.4181171763191154
0.003647369,-10 2 3,1.43636770437094
2.9103125e-05,-10 4 4,1.4908318541519636
0.00089558744,-9 -7 -2,1.5192723053610082
0.003738044,-9 -5 -1,1.4072213551479966
0.0010636924,-9 -3 0,1.3265319919768135
0.0016310116,-9 -1 1,1.2831343997793754
0.004646804,-9 1 2,1.280824823643803
0.0014719272,-9 3 3,1.3198189832825478
0.0049226284,-8 -8 -3,1.479960221956696
0.0033815452,-8 -7 -2,1.3979767325203305
0.00055428175,-8 -5 -1,1.2765521357933844
6.8043366e-05,-8 -3 0,1.188344792109967
0.0017207784,-8 -1 1,1.141084095619997
0.0018230856,-8 1 2,1.1398745810064932
0.008337145,-8 3 3,1.184857285236643
0.0013231469,-8 5 4,1.2711377152526644
0.0056214654,-8 7 5,1.391052470147326
0.0109071005,-8 9 6,1.5367480070180624
0.0006770064,-7 -10 -4,1.5376143544982595
0.010642149,-7 -8 -3,1.3689978888443157
0.0004137312,-7 -6 -2,1.2212223855494484
0.0005535522,-7 -1 1,0.9992982958148621
0.0040731872,-7 1 2,0.9995003938714235
0.0025250714,-7 3 3,1.0520154796796342
0.0016953513,-7 5 4,1.1496972124989286
0.01044151,-7 7 5,1.2822645476561538
0.002886823,-6 -8 -3,1.2644814455373108
0.012765257,-6 -6 -2,1.1042214576785943
0.008176115,-6 -4 -1,0.9731537945737809
0.008878058,-6 -2 0,0.8843546613178755
0.00068853324,-5 -11 -5,1.4744738588510826
0.00018224165,-5 -9 -4,1.276368194407702
0.006630179,-5 -4 -1,0.8479370094934973
0.0014055507,-5 -2 0,0.7464682426954959
0.013982842,-5 0 1,0.7090585881595577
0.029846013,-5 2 2,0.7454159270759818
0.021235928,-5 4 3,0.8460835100863641
0.08393515,-5 6 4,0.991665914785507
0.0058269068,-5 8 5,1.1654513485600704
0.023398507,-5 10 6,1.3566443837569941
0.00019868702,-4 -9 -4,1.1968631391099722
0.050280053,-4 -7 -3,0.999008691658471
0.0028170403,-3 -12 -6,1.4740699046936172
0.026290087,-3 -5 -2,0.7221241588923977
0.10988805,-3 -3 -1,0.5521107288392971
0.0006314651,-2 -10 -5,1.2062516684441813
0.0013566737,-1 -13 -7,1.5364519756972035
0.00922389,-1 -6 -3,0.7161864951641254
0.011697508,0 -11 -6,1.290968035119657
0.05401431,0 8 4,0.9266351118139082
0.0005638058,0 10 5,1.1582938897673853
0.00021235905,0 12 6,1.3899526677208625
0.04392311,2 -12 -7,1.4377578078345423
0.40016735,2 -3 -2,0.4505744464011354
0.0637498,2 -1 -1,0.30740337198227297
0.07356781,2 9 4,1.0778998200087675
0.006914376,2 11 5,1.3028188654475712
0.00011507742,2 13 6,1.5297508127675747
0.03160559,3 -8 -5,1.0309334044887408
0.036943108,4 -4 -3,0.735773430009962
0.051671103,4 -2 -2,0.6148067439645459
0.10651684,4 0 -1,0.5674008312875001
0.018448394,4 8 3,1.082166796334812
0.0018373363,4 10 4,1.2851845159509174
0.0052857473,4 12 5,1.4965443808307972
0.0053052446,5 -9 -6,1.2732888431642666
0.00035002248,5 2 0,0.7464682426954959
0.005154426,5 4 1,0.8479370094934973
0.0115811685,5 6 2,0.9940377686941505
0.016350877,5 8 3,1.168142362008121
0.0035614716,5 10 4,1.359534350081371
0.052995622,6 -5 -4,1.0337801580025139
0.002392892,6 -3 -3,0.9222101159468191
0.029688349,6 -1 -2,0.8599843949952727
0.008800935,6 1 -1,0.8579081536632703
0.001605141,6 3 0,0.9163903204498914
0.0022666447,6 5 1,1.0251183431742819
0.0014922025,6 7 2,1.1701690452307785
0.0052193548,6 9 3,1.3397966823835754
0.00023165977,6 11 4,1.525826426773883
0.002039946,7 -10 -7,1.539057808522666
0.00959762,7 -8 -6,1.370324176176718
0.0012063379,7 -6 -5,1.2223785569372552
0.0012391211,7 -1 -2,0.9995003938714235
0.0039256513,7 1 -1,0.9992982958148621
0.006954195,7 3 0,1.0514393513149685
0.0042925836,7 5 1,1.1488184859996777
0.00057798944,7 7 2,1.2811614640088653
0.0065339366,7 9 3,1.4388526883436967
9.162494e-05,8 -6 -5,1.3360516292654727
0.027919197,8 -4 -4,1.2296134879290919
0.004954662,8 -2 -3,1.1602569896954587
0.0033219154,8 0 -2,1.1348016625750001
0.0011856268,8 2 -1,1.1561509085904824
0.014483781,8 4 0,1.2218537605998552
0.002557475,8 6 1,1.3253301022595148
0.00030843928,8 8 2,1.4585625548546828
0.00041830225,9 -7 -6,1.523459236093538
0.0011517825,9 -5 -5,1.4106118893052717
0.022420581,9 -2 -3,1.2977795111141104
0.00044200625,9 0 -2,1.2763122646500802
0.004573108,9 2 -1,1.296551546653912
0.00015852011,9 4 0,1.3566320091207054
0.002943595,9 6 1,1.451615128750355
0.0011749931,10 -5 -5,1.537016859911365
0.0030869495,10 -3 -4,1.4634934474916834
0.0005141204,10 -1 -3,1.424267142377507
0.00030703453,10 1 -2,1.4221787136879402
0.00013777573,10 3 -1,1.4573878252832277
1.4160446e-05,10 5 0,1.527317200749819
