Intensity,HKL,G-vector Length
0.016751923,-6 -6 14,1.5356474448713109
0.0010925966,-6 -5 14,1.4937576426406645
0.0006669921,-6 -4 14,1.4585903810669287
0.025374442,-6 -3 14,1.430641495735569
0.0005338264,-6 -2 14,1.4103401943098726
0.0027116516,-6 -1 14,1.3980196789879158
0.006330115,-6 0 14,1.3938915907540683
6.072574e-05,-6 1 14,1.3980285031065363
0.0064764167,-5 -10 11,1.5491691266792162
0.0022237233,-5 -9 11,1.4767262495510318
0.0013009214,-5 -8 11,1.4087551362660697
0.00013938111,-5 -7 11,1.3459334443370417
0.0009705527,-5 -6 11,1.28901428386185
0.002912949,-5 -2 12,1.2039068864969598
0.045056783,-5 -1 12,1.1894492802667278
0.02652077,-5 0 12,1.1845938435114522
0.008482039,-5 1 12,1.1894581718704518
0.0006877842,-5 2 12,1.2039244560849838
0.00063754653,-5 3 12,1.227653303695964
0.007369633,-5 4 12,1.2601215643649903
6.7344525e-05,-4 -12 8,1.5388548985339545
0.00023900838,-4 -11 8,1.4500747616658567
0.0070466665,-4 -8 9,1.249067221096307
0.013214232,-4 -7 9,1.1777576003859869
0.00073368876,-4 -6 9,1.1122644436026126
0.002246372,-4 -5 9,1.05367291154526
0.00067144935,-4 -4 9,1.0031930030317524
0.0335311,-4 3 10,1.0275209772519036
0.012385564,-4 4 10,1.0661009902516407
0.0011586377,-4 5 10,1.1137407548098057
0.0012384603,-4 6 10,1.1693334858880364
0.006960274,-4 7 10,1.23180287314967
0.0028480473,-4 8 10,1.300158075068744
0.026060045,-4 9 10,1.3735206248247989
0.00018855721,-3 -12 6,1.4348847788018118
0.002134006,-3 -11 6,1.3392292499554488
0.00059886096,-3 -10 6,1.2454922015899208
0.00052888645,-3 -9 6,1.154141173900466
0.058079988,-3 -4 7,0.8187247689673343
0.005417437,-3 -3 7,0.7678237224356554
0.13389535,-3 -2 7,0.7292951905334644
0.05839293,-3 -1 7,0.7051700971549363
0.01113693,-2 -14 3,1.5465276222915765
0.021111334,-2 -13 3,1.4423020920151497
